"","county","sale.dollars","Bachelor.s.degree.or.higher"
"1970","Cerro Gordo",61.2,0.232
"1971","Cerro Gordo",67.48,0.232
"1972","Cerro Gordo",39.96,0.232
"1973","Cerro Gordo",79.5,0.232
"1974","Cerro Gordo",12,0.232
"1975","Cerro Gordo",124.2,0.232
"1976","Cerro Gordo",107.52,0.232
"1977","Cerro Gordo",19.92,0.232
"1978","Cerro Gordo",5.88,0.232
"1979","Cerro Gordo",10.49,0.232
"1980","Cerro Gordo",31.05,0.232
"1981","Cerro Gordo",46.5,0.232
"1982","Cerro Gordo",48.52,0.232
"1983","Cerro Gordo",24,0.232
"1984","Cerro Gordo",314.88,0.232
"1985","Cerro Gordo",26.24,0.232
"1986","Cerro Gordo",113.34,0.232
"1987","Cerro Gordo",1125,0.232
"1988","Cerro Gordo",84.24,0.232
"1989","Cerro Gordo",29.88,0.232
"1990","Cerro Gordo",78.72,0.232
"1991","Cerro Gordo",24.26,0.232
"1992","Cerro Gordo",4.98,0.232
"1993","Cerro Gordo",10.38,0.232
"1994","Cerro Gordo",24.99,0.232
"1995","Cerro Gordo",78,0.232
"1996","Cerro Gordo",157.44,0.232
"1997","Cerro Gordo",104.96,0.232
"1998","Cerro Gordo",59.76,0.232
"1999","Cerro Gordo",20.7,0.232
"2000","Cerro Gordo",3.36,0.232
"2001","Cerro Gordo",31.75,0.232
"2002","Cerro Gordo",143.52,0.232
"2003","Cerro Gordo",20.36,0.232
"2004","Cerro Gordo",297,0.232
"2005","Cerro Gordo",39,0.232
"2006","Cerro Gordo",37.48,0.232
"2007","Cerro Gordo",47.22,0.232
"2008","Cerro Gordo",10.18,0.232
"2009","Cerro Gordo",18,0.232
"2010","Cerro Gordo",148.5,0.232
"2011","Cerro Gordo",66,0.232
"2012","Cerro Gordo",119.88,0.232
"2013","Cerro Gordo",33.6,0.232
"2014","Cerro Gordo",65.22,0.232
"2015","Cerro Gordo",57.39,0.232
"2016","Cerro Gordo",20.98,0.232
"2017","Cerro Gordo",26,0.232
"2018","Cerro Gordo",70.56,0.232
"2019","Cerro Gordo",84.96,0.232
"2020","Cerro Gordo",25.8,0.232
"2021","Cerro Gordo",229.56,0.232
"2022","Cerro Gordo",81,0.232
"2023","Cerro Gordo",53.97,0.232
"2024","Cerro Gordo",17.64,0.232
"2025","Cerro Gordo",41.4,0.232
"2026","Cerro Gordo",6.72,0.232
"2027","Cerro Gordo",8.07,0.232
"2028","Cerro Gordo",10.22,0.232
"2029","Cerro Gordo",13.54,0.232
"2030","Cerro Gordo",18.75,0.232
"2031","Cerro Gordo",122.16,0.232
"2032","Cerro Gordo",126,0.232
"2033","Cerro Gordo",14.85,0.232
"2034","Cerro Gordo",56.25,0.232
"2035","Cerro Gordo",9.9,0.232
"2036","Cerro Gordo",32.28,0.232
"2037","Cerro Gordo",24.39,0.232
"2038","Cerro Gordo",10.32,0.232
"2039","Cerro Gordo",112.47,0.232
"2040","Cerro Gordo",60.75,0.232
"2041","Cerro Gordo",558,0.232
"2042","Cerro Gordo",21.9,0.232
"2043","Cerro Gordo",27.08,0.232
"2044","Cerro Gordo",10.35,0.232
"2045","Cerro Gordo",42.52,0.232
"2046","Cerro Gordo",28.76,0.232
"2047","Cerro Gordo",19.98,0.232
"2048","Cerro Gordo",10.76,0.232
"2049","Cerro Gordo",9.96,0.232
"2050","Cerro Gordo",59.4,0.232
"2051","Cerro Gordo",32.52,0.232
"2052","Cerro Gordo",62.1,0.232
"2053","Cerro Gordo",90,0.232
"2054","Cerro Gordo",31.14,0.232
"2055","Cerro Gordo",76.52,0.232
"2056","Cerro Gordo",134.88,0.232
"2057","Cerro Gordo",96.84,0.232
"2058","Cerro Gordo",5.92,0.232
"2059","Cerro Gordo",19.8,0.232
"2060","Cerro Gordo",19.05,0.232
"2061","Cerro Gordo",35.28,0.232
"2062","Cerro Gordo",11.76,0.232
"2063","Cerro Gordo",69.75,0.232
"2064","Cerro Gordo",22,0.232
"2065","Cerro Gordo",36,0.232
"2066","Cerro Gordo",11.96,0.232
"2067","Cerro Gordo",189,0.232
"2068","Cerro Gordo",32.25,0.232
"2069","Cerro Gordo",6.5,0.232
"2070","Cerro Gordo",138.06,0.232
"2071","Cerro Gordo",322.56,0.232
"2072","Cerro Gordo",119.25,0.232
"2073","Cerro Gordo",16.8,0.232
"2074","Cerro Gordo",61.92,0.232
"2075","Cerro Gordo",56.24,0.232
"2076","Cerro Gordo",30.54,0.232
"2077","Cerro Gordo",25.45,0.232
"2078","Cerro Gordo",19.35,0.232
"2079","Cerro Gordo",12.4,0.232
"2080","Cerro Gordo",159,0.232
"2081","Cerro Gordo",396,0.232
"2082","Cerro Gordo",47.25,0.232
"2083","Cerro Gordo",25.4,0.232
"2084","Cerro Gordo",204.12,0.232
"2085","Cerro Gordo",40.88,0.232
"2086","Cerro Gordo",80.64,0.232
"2087","Cerro Gordo",2.96,0.232
"2088","Cerro Gordo",20.64,0.232
"2089","Cerro Gordo",23.01,0.232
"2090","Cerro Gordo",252.72,0.232
"2091","Cerro Gordo",34.02,0.232
"2092","Cerro Gordo",248.4,0.232
"2093","Cerro Gordo",21.24,0.232
"2094","Cerro Gordo",52.48,0.232
"2095","Cerro Gordo",5.16,0.232
"2096","Cerro Gordo",48.78,0.232
"2097","Cerro Gordo",56.67,0.232
"2098","Cerro Gordo",30.66,0.232
"2099","Cerro Gordo",149.96,0.232
"2100","Cerro Gordo",20.76,0.232
"2101","Cerro Gordo",86.96,0.232
"2102","Cerro Gordo",112.5,0.232
"2103","Cerro Gordo",244.32,0.232
"2104","Cerro Gordo",198,0.232
"2105","Cerro Gordo",46.35,0.232
"2106","Cerro Gordo",86.7,0.232
"2107","Cerro Gordo",21.52,0.232
"2108","Cerro Gordo",18.6,0.232
"2109","Cerro Gordo",37.78,0.232
"2110","Cerro Gordo",251.76,0.232
"2111","Cerro Gordo",49.47,0.232
"2112","Cerro Gordo",70.08,0.232
"2113","Cerro Gordo",50.4,0.232
"2114","Cerro Gordo",28.9,0.232
"2115","Cerro Gordo",71.96,0.232
"2116","Cerro Gordo",51.03,0.232
"2117","Cerro Gordo",23.52,0.232
"2118","Cerro Gordo",121.5,0.232
"2119","Cerro Gordo",201.6,0.232
"2120","Cerro Gordo",101.22,0.232
"2121","Cerro Gordo",39.6,0.232
"2122","Cerro Gordo",48.7,0.232
"2123","Cerro Gordo",30,0.232
"2124","Cerro Gordo",31.47,0.232
"2125","Cerro Gordo",23.92,0.232
"2126","Cerro Gordo",42,0.232
"2127","Cerro Gordo",45,0.232
"2128","Cerro Gordo",29.7,0.232
"2129","Cerro Gordo",145.56,0.232
"2130","Cerro Gordo",139.5,0.232
"2131","Cerro Gordo",24.8,0.232
"2132","Cerro Gordo",47.56,0.232
"2133","Cerro Gordo",11.68,0.232
"2134","Cerro Gordo",24.21,0.232
"2135","Cerro Gordo",97.04,0.232
"2136","Cerro Gordo",8.97,0.232
"2137","Cherokee",19.5,0.227
"2138","Cherokee",97.56,0.227
"2139","Cherokee",8.13,0.227
"2140","Cherokee",5.1,0.227
"2141","Cherokee",19.98,0.227
"2142","Cherokee",279,0.227
"2143","Cherokee",243,0.227
"2144","Cherokee",41.4,0.227
"2145","Cherokee",124.2,0.227
"2146","Cherokee",14.16,0.227
"2147","Cherokee",195.12,0.227
"2148","Cherokee",66,0.227
"2149","Cherokee",10.67,0.227
"2150","Cherokee",43.48,0.227
"2151","Cherokee",234,0.227
"2152","Cherokee",64.02,0.227
"2153","Cherokee",20.25,0.227
"2154","Cherokee",132,0.227
"2155","Cherokee",65.22,0.227
"2156","Cherokee",26.88,0.227
"2157","Cherokee",94.44,0.227
"2158","Cherokee",31.47,0.227
"2159","Cherokee",46.5,0.227
"2160","Cherokee",77.4,0.227
"2161","Cherokee",78,0.227
"2162","Cherokee",32.98,0.227
"2163","Cherokee",15.3,0.227
"2164","Cherokee",37.49,0.227
"2165","Cherokee",11,0.227
"2166","Cherokee",21.6,0.227
"2167","Cherokee",9.74,0.227
"2168","Cherokee",15.74,0.227
"2169","Cherokee",69.75,0.227
"2170","Cherokee",38.7,0.227
"2171","Cherokee",32.52,0.227
"2172","Cherokee",23.25,0.227
"2173","Cherokee",17.99,0.227
"2174","Cherokee",116.88,0.227
"2175","Cherokee",31.76,0.227
"2176","Cherokee",33,0.227
"2177","Cherokee",61.2,0.227
"2178","Cherokee",86.7,0.227
"2179","Cherokee",39.96,0.227
"2180","Cherokee",16.49,0.227
"2181","Cherokee",64.56,0.227
"2182","Cherokee",21,0.227
"2183","Cherokee",71.76,0.227
"2184","Cherokee",5.19,0.227
"2185","Cherokee",62.28,0.227
"2186","Cherokee",145.56,0.227
"2187","Cherokee",15.45,0.227
"2188","Cherokee",37.5,0.227
"2189","Cherokee",70.08,0.227
"2190","Cherokee",135,0.227
"2191","Cherokee",81,0.227
"2192","Cherokee",7.08,0.227
"2193","Cherokee",98.94,0.227
"2194","Cherokee",188.88,0.227
"2195","Cherokee",11.24,0.227
"2196","Cherokee",134.88,0.227
"2197","Cherokee",11.25,0.227
"2198","Cherokee",21.34,0.227
"2199","Cherokee",92.7,0.227
"2200","Cherokee",225,0.227
"2201","Cherokee",39.75,0.227
"2202","Cherokee",8.07,0.227
"2203","Cherokee",24.39,0.227
"2204","Cherokee",56.25,0.227
"2205","Cherokee",107.94,0.227
"2206","Cherokee",49.5,0.227
"2207","Cherokee",21.74,0.227
"2208","Cherokee",126,0.227
"2209","Cherokee",251.76,0.227
"2210","Cherokee",18.75,0.227
"2211","Cherokee",15.57,0.227
"2212","Cherokee",19.48,0.227
"2213","Cherokee",58.5,0.227
"2214","Cherokee",6.5,0.227
"2215","Cherokee",17.55,0.227
"2216","Cherokee",74.98,0.227
"2217","Cherokee",119.88,0.227
"2218","Cherokee",13,0.227
"2219","Cherokee",10.2,0.227
"2220","Cherokee",39,0.227
"2221","Cherokee",86.96,0.227
"2222","Cherokee",16.26,0.227
"2223","Cherokee",10.38,0.227
"2224","Cherokee",59.4,0.227
"2225","Cherokee",40.5,0.227
"2226","Cherokee",62.1,0.227
"2227","Cherokee",24.75,0.227
"2228","Cherokee",60.75,0.227
"2229","Cherokee",224.94,0.227
"2230","Cherokee",96.84,0.227
"2231","Cherokee",16.14,0.227
"2232","Cherokee",75,0.227
"2233","Chickasaw",20.25,0.178
"2234","Chickasaw",31.14,0.178
"2235","Chickasaw",66,0.178
"2236","Chickasaw",19.5,0.178
"2237","Chickasaw",5.1,0.178
"2238","Chickasaw",40.5,0.178
"2239","Chickasaw",5.19,0.178
"2240","Chickasaw",5.98,0.178
"2241","Chickasaw",20.76,0.178
"2242","Chickasaw",297,0.178
"2243","Chickasaw",30.6,0.178
"2244","Chickasaw",61.2,0.178
"2245","Chickasaw",23.25,0.178
"2246","Chickasaw",78,0.178
"2247","Chickasaw",26.88,0.178
"2248","Chickasaw",6.5,0.178
"2249","Chickasaw",20.4,0.178
"2250","Chickasaw",10.49,0.178
"2251","Chickasaw",81,0.178
"2252","Chickasaw",9.74,0.178
"2253","Chickasaw",53.76,0.178
"2254","Chickasaw",17.99,0.178
"2255","Chickasaw",279,0.178
"2256","Chickasaw",33.72,0.178
"2257","Chickasaw",6.45,0.178
"2258","Chickasaw",31.76,0.178
"2259","Chickasaw",75,0.178
"2260","Chickasaw",21,0.178
"2261","Chickasaw",62.28,0.178
"2262","Chickasaw",5.09,0.178
"2263","Clarke",5.1,0.159
"2264","Clarke",64.02,0.159
"2265","Clarke",24.75,0.159
"2266","Clarke",23.25,0.159
"2267","Clarke",119.88,0.159
"2268","Clarke",66,0.159
"2269","Clarke",60.75,0.159
"2270","Clarke",6.45,0.159
"2271","Clarke",20.25,0.159
"2272","Clarke",20.4,0.159
"2273","Clarke",77.4,0.159
"2274","Clarke",19.5,0.159
"2275","Clarke",15.3,0.159
"2276","Clarke",19.35,0.159
"2277","Clarke",29.22,0.159
"2278","Clarke",15.48,0.159
"2279","Clarke",297,0.159
"2280","Clarke",61.2,0.159
"2281","Clarke",37.5,0.159
"2282","Clarke",38.96,0.159
"2283","Clarke",9.74,0.159
"2284","Clarke",107.94,0.159
"2285","Clarke",16.49,0.159
"2286","Clarke",25.5,0.159
"2287","Clarke",12.9,0.159
"2288","Clarke",38.7,0.159
"2289","Clarke",16.5,0.159
"2290","Clarke",56.25,0.159
"2291","Clarke",49.47,0.159
"2292","Clarke",224.94,0.159
"2293","Clarke",126,0.159
"2294","Clarke",32.25,0.159
"2295","Clarke",234,0.159
"2296","Clarke",32.98,0.159
"2297","Clarke",132,0.159
"2298","Clarke",25.8,0.159
"2299","Clarke",11,0.159
"2300","Clarke",251.76,0.159
"2301","Clarke",10.2,0.159
"2302","Clarke",62.28,0.159
"2303","Clarke",49.5,0.159
"2304","Clarke",243,0.159
"2305","Clarke",30.6,0.159
"2306","Clarke",17.99,0.159
"2307","Clarke",65.96,0.159
"2308","Clarke",135,0.159
"2309","Clarke",337.44,0.159
"2310","Clarke",279,0.159
"2311","Clarke",116.88,0.159
"2312","Clay",20.4,0.239
"2313","Clay",94.44,0.239
"2314","Clay",64.02,0.239
"2315","Clay",17.92,0.239
"2316","Clay",126,0.239
"2317","Clay",9.74,0.239
"2318","Clay",279,0.239
"2319","Clay",19.48,0.239
"2320","Clay",99,0.239
"2321","Clay",49.5,0.239
"2322","Clay",6.5,0.239
"2323","Clay",15.74,0.239
"2324","Clay",92.7,0.239
"2325","Clay",225,0.239
"2326","Clay",20.25,0.239
"2327","Clay",19.92,0.239
"2328","Clay",5.16,0.239
"2329","Clay",64.56,0.239
"2330","Clay",21.74,0.239
"2331","Clay",10.35,0.239
"2332","Clay",33.74,0.239
"2333","Clay",16.5,0.239
"2334","Clay",24.75,0.239
"2335","Clay",15.75,0.239
"2336","Clay",139.5,0.239
"2337","Clay",47.22,0.239
"2338","Clay",20.98,0.239
"2339","Clay",69.75,0.239
"2340","Clay",78,0.239
"2341","Clay",16.49,0.239
"2342","Clay",66,0.239
"2343","Clay",11,0.239
"2344","Clay",14.45,0.239
"2345","Clay",26.24,0.239
"2346","Clay",19.13,0.239
"2347","Clay",14.94,0.239
"2348","Clay",10.49,0.239
"2349","Clay",21,0.239
"2350","Clay",14.04,0.239
"2351","Clay",30.9,0.239
"2352","Clay",10.67,0.239
"2353","Clay",161.28,0.239
"2354","Clay",31.48,0.239
"2355","Clay",24.26,0.239
"2356","Clay",39.75,0.239
"2357","Clay",1.8,0.239
"2358","Clay",31.05,0.239
"2359","Clay",4.73,0.239
"2360","Clay",77.4,0.239
"2361","Clay",20.7,0.239
"2362","Clay",7.5,0.239
"2363","Clay",11.25,0.239
"2364","Clay",59.94,0.239
"2365","Clay",22.48,0.239
"2366","Clay",19.5,0.239
"2367","Clay",37.49,0.239
"2368","Clay",243,0.239
"2369","Clay",37.5,0.239
"2370","Clay",116.88,0.239
"2371","Clay",43.48,0.239
"2372","Clay",5.1,0.239
"2373","Clay",234,0.239
"2374","Clay",17.99,0.239
"2375","Clay",35.4,0.239
"2376","Clay",41.4,0.239
"2377","Clay",32.01,0.239
"2378","Clay",79.5,0.239
"2379","Clay",53.97,0.239
"2380","Clay",23.01,0.239
"2381","Clay",29.22,0.239
"2382","Clay",4.98,0.239
"2383","Clay",5.09,0.239
"2384","Clay",15.45,0.239
"2385","Clay",40.5,0.239
"2386","Clay",11.24,0.239
"2387","Clay",5.25,0.239
"2388","Clay",10.18,0.239
"2389","Clay",224.94,0.239
"2390","Clay",40.62,0.239
"2391","Clay",39,0.239
"2392","Clay",198,0.239
"2393","Clay",20.36,0.239
"2394","Clay",7.08,0.239
"2395","Clay",57.84,0.239
"2396","Clay",74.25,0.239
"2397","Clay",138.06,0.239
"2398","Clay",24.21,0.239
"2399","Clay",112.47,0.239
"2400","Clay",8.97,0.239
"2401","Clay",2.99,0.239
"2402","Clay",19.98,0.239
"2403","Clay",22.5,0.239
"2404","Clay",107.94,0.239
"2405","Clay",124.2,0.239
"2406","Clay",18.89,0.239
"2407","Clay",32.5,0.239
"2408","Clay",10.32,0.239
"2409","Clay",26.88,0.239
"2410","Clay",119.25,0.239
"2411","Clay",65.22,0.239
"2412","Clay",8.07,0.239
"2413","Clay",13,0.239
"2414","Clay",33,0.239
"2415","Clay",35.98,0.239
"2416","Clay",10.5,0.239
"2417","Clay",5.19,0.239
"2418","Clay",21.52,0.239
"2419","Clay",80.64,0.239
"2420","Clay",14.16,0.239
"2421","Clay",3.36,0.239
"2422","Clay",30,0.239
"2423","Clay",62.28,0.239
"2424","Clay",10.2,0.239
"2425","Clay",60.75,0.239
"2426","Clay",23.25,0.239
"2427","Clay",101.25,0.239
"2428","Clay",62.96,0.239
"2429","Clay",28.08,0.239
"2430","Clay",26,0.239
"2431","Clay",46.35,0.239
"2432","Clay",13.5,0.239
"2433","Clay",15.48,0.239
"2434","Clay",135,0.239
"2435","Clay",148.5,0.239
"2436","Clay",31.36,0.239
"2437","Clay",38.96,0.239
"2438","Clay",10.08,0.239
"2439","Clay",32.98,0.239
"2440","Clay",260.88,0.239
"2441","Clay",134.88,0.239
"2442","Clay",15,0.239
"2443","Clay",15.3,0.239
"2444","Clay",238.5,0.239
"2445","Clay",76.52,0.239
"2446","Clay",33.72,0.239
"2447","Clay",112.5,0.239
"2448","Clay",113.34,0.239
"2449","Clay",28.32,0.239
"2450","Clay",96.84,0.239
"2451","Clay",10.76,0.239
"2452","Clay",25.8,0.239
"2453","Clay",32.28,0.239
"2454","Clay",21.34,0.239
"2455","Clay",251.76,0.239
"2456","Clay",6.72,0.239
"2457","Clay",95.65,0.239
"2458","Clay",39.96,0.239
"2459","Clay",61.2,0.239
"2460","Clay",21.24,0.239
"2461","Clay",81,0.239
"2462","Clay",8.13,0.239
"2463","Clay",49.47,0.239
"2464","Clay",47.25,0.239
"2465","Clay",58.44,0.239
"2466","Clay",38.26,0.239
"2467","Clay",75,0.239
"2468","Clay",67.2,0.239
"2469","Clay",4.95,0.239
"2470","Clay",90,0.239
"2471","Clay",84.96,0.239
"2472","Clay",30.6,0.239
"2473","Clay",52.48,0.239
"2474","Clay",297,0.239
"2475","Clayton",37.49,0.171
"2476","Clayton",10.35,0.171
"2477","Clayton",6,0.171
"2478","Clayton",26.24,0.171
"2479","Clayton",21.74,0.171
"2480","Clayton",46.5,0.171
"2481","Clayton",10.95,0.171
"2482","Clayton",279,0.171
"2483","Clayton",11.25,0.171
"2484","Clayton",23.25,0.171
"2485","Clayton",16.49,0.171
"2486","Clayton",19.35,0.171
"2487","Clayton",10.67,0.171
"2488","Clayton",9.74,0.171
"2489","Clayton",6.5,0.171
"2490","Clayton",8.13,0.171
"2491","Clayton",33,0.171
"2492","Clayton",19.48,0.171
"2493","Clayton",4.95,0.171
"2494","Clayton",66,0.171
"2495","Clayton",24.75,0.171
"2496","Clayton",26.88,0.171
"2497","Clayton",64.02,0.171
"2498","Clayton",4.98,0.171
"2499","Clayton",17.55,0.171
"2500","Clayton",19.5,0.171
"2501","Clayton",93,0.171
"2502","Clayton",77.4,0.171
"2503","Clayton",13,0.171
"2504","Clayton",5.09,0.171
"2505","Clayton",7.08,0.171
"2506","Clayton",12.7,0.171
"2507","Clayton",25.4,0.171
"2508","Clayton",6.45,0.171
"2509","Clayton",39,0.171
"2510","Clayton",12,0.171
"2511","Clayton",112.5,0.171
"2512","Clayton",130.44,0.171
"2513","Clayton",4.73,0.171
"2514","Clayton",29.88,0.171
"2515","Clayton",36,0.171
"2516","Clayton",20.25,0.171
"2517","Clayton",58.44,0.171
"2518","Clayton",10.22,0.171
"2519","Clayton",6.35,0.171
"2520","Clayton",116.88,0.171
"2521","Clayton",61.32,0.171
"2522","Clayton",9.96,0.171
"2523","Clayton",18.75,0.171
"2524","Clayton",11.24,0.171
"2525","Clayton",78,0.171
"2526","Clayton",16.5,0.171
"2527","Clayton",16.26,0.171
"2528","Clayton",56.76,0.171
"2529","Clayton",62.28,0.171
"2530","Clayton",13.44,0.171
"2531","Clayton",17.01,0.171
"2532","Clayton",65.22,0.171
"2533","Clayton",5.1,0.171
"2534","Clayton",14.94,0.171
"2535","Clayton",29.22,0.171
"2536","Clayton",69.75,0.171
"2537","Clayton",37.5,0.171
"2538","Clayton",14.16,0.171
"2539","Clayton",18,0.171
"2540","Clayton",24.99,0.171
"2541","Clayton",12.9,0.171
"2542","Clayton",8.07,0.171
"2543","Clayton",8.96,0.171
"2544","Clayton",21.34,0.171
"2545","Clayton",43.48,0.171
"2546","Clayton",139.5,0.171
"2547","Clayton",74.98,0.171
"2548","Clayton",60.75,0.171
"2549","Clayton",38.7,0.171
"2550","Clayton",32.98,0.171
"2551","Clayton",10.49,0.171
"2552","Clayton",11,0.171
"2553","Clayton",53.76,0.171
"2554","Clayton",161.28,0.171
"2555","Clayton",20.7,0.171
"2556","Clayton",38.96,0.171
"2557","Clayton",22.48,0.171
"2558","Clayton",49.5,0.171
"2559","Clayton",6.2,0.171
"2560","Clayton",40.5,0.171
"2561","Clayton",260.88,0.171
"2562","Clinton",4.95,0.193
"2563","Clinton",21.34,0.193
"2564","Clinton",64.02,0.193
"2565","Clinton",2.99,0.193
"2566","Clinton",26.24,0.193
"2567","Clinton",17.99,0.193
"2568","Clinton",11,0.193
"2569","Clinton",9.9,0.193
"2570","Clinton",94.44,0.193
"2571","Clinton",20.25,0.193
"2572","Clinton",35.98,0.193
"2573","Clinton",9.74,0.193
"2574","Clinton",84.96,0.193
"2575","Clinton",23.25,0.193
"2576","Clinton",32.52,0.193
"2577","Clinton",197.88,0.193
"2578","Clinton",1.46,0.193
"2579","Clinton",279,0.193
"2580","Clinton",107.94,0.193
"2581","Clinton",7.2,0.193
"2582","Clinton",116.88,0.193
"2583","Clinton",66,0.193
"2584","Clinton",76.52,0.193
"2585","Clinton",37.49,0.193
"2586","Clinton",122.16,0.193
"2587","Clinton",19.13,0.193
"2588","Clinton",84.24,0.193
"2589","Clinton",126,0.193
"2590","Clinton",134.88,0.193
"2591","Clinton",20.36,0.193
"2592","Clinton",5.09,0.193
"2593","Clinton",86.96,0.193
"2594","Clinton",5.19,0.193
"2595","Clinton",225,0.193
"2596","Clinton",96.84,0.193
"2597","Clinton",234,0.193
"2598","Clinton",78.72,0.193
"2599","Clinton",92.7,0.193
"2600","Clinton",19.5,0.193
"2601","Clinton",24.75,0.193
"2602","Clinton",1.8,0.193
"2603","Clinton",78,0.193
"2604","Clinton",61.2,0.193
"2605","Clinton",8.76,0.193
"2606","Clinton",35.63,0.193
"2607","Clinton",8.13,0.193
"2608","Clinton",15.75,0.193
"2609","Clinton",59.4,0.193
"2610","Clinton",99,0.193
"2611","Clinton",16.5,0.193
"2612","Clinton",24.39,0.193
"2613","Clinton",156,0.193
"2614","Clinton",39.75,0.193
"2615","Clinton",10.67,0.193
"2616","Clinton",20.7,0.193
"2617","Clinton",10.49,0.193
"2618","Clinton",70.08,0.193
"2619","Clinton",13.5,0.193
"2620","Clinton",135,0.193
"2621","Clinton",224.94,0.193
"2622","Clinton",62.28,0.193
"2623","Clinton",20.76,0.193
"2624","Clinton",60.75,0.193
"2625","Clinton",33.74,0.193
"2626","Clinton",59.76,0.193
"2627","Clinton",5.1,0.193
"2628","Clinton",90,0.193
"2629","Clinton",8.97,0.193
"2630","Clinton",74.25,0.193
"2631","Clinton",21.6,0.193
"2632","Clinton",19.48,0.193
"2633","Clinton",124.2,0.193
"2634","Clinton",17.94,0.193
"2635","Clinton",72,0.193
"2636","Clinton",8.07,0.193
"2637","Clinton",15.45,0.193
"2638","Clinton",71.76,0.193
"2639","Clinton",56.76,0.193
"2640","Clinton",81,0.193
"2641","Clinton",22,0.193
"2642","Clinton",57.39,0.193
"2643","Clinton",104.96,0.193
"2644","Clinton",260.88,0.193
"2645","Clinton",38.26,0.193
"2646","Clinton",5.98,0.193
"2647","Clinton",70.56,0.193
"2648","Clinton",14.85,0.193
"2649","Clinton",86.4,0.193
"2650","Clinton",51.75,0.193
"2651","Clinton",14.95,0.193
"2652","Clinton",79.5,0.193
"2653","Clinton",81.24,0.193
"2654","Clinton",80.64,0.193
"2655","Clinton",40.5,0.193
"2656","Clinton",15.57,0.193
"2657","Clinton",26.88,0.193
"2658","Clinton",15.27,0.193
"2659","Clinton",31.5,0.193
"2660","Clinton",143.52,0.193
"2661","Clinton",21.74,0.193
"2662","Clinton",20.16,0.193
"2663","Clinton",243,0.193
"2664","Clinton",14.6,0.193
"2665","Clinton",11.25,0.193
"2666","Clinton",49.5,0.193
"2667","Clinton",40.72,0.193
"2668","Clinton",41.4,0.193
"2669","Clinton",16.26,0.193
"2670","Clinton",24.26,0.193
"2671","Clinton",31.05,0.193
"2672","Clinton",11.96,0.193
"2673","Clinton",35.88,0.193
"2674","Clinton",30.54,0.193
"2675","Clinton",5.25,0.193
"2676","Clinton",101.25,0.193
"2677","Clinton",121.5,0.193
"2678","Clinton",48.78,0.193
"2679","Clinton",61.08,0.193
"2680","Clinton",10.38,0.193
"2681","Clinton",283.32,0.193
"2682","Clinton",10.18,0.193
"2683","Clinton",128.04,0.193
"2684","Clinton",145.56,0.193
"2685","Clinton",25.45,0.193
"2686","Clinton",229.56,0.193
"2687","Clinton",38.96,0.193
"2688","Clinton",297,0.193
"2689","Clinton",50.9,0.193
"2690","Clinton",26.91,0.193
"2691","Clinton",162.48,0.193
"2692","Clinton",10.8,0.193
"2693","Clinton",9,0.193
"2694","Clinton",19.8,0.193
"2695","Clinton",256.08,0.193
"2696","Clinton",63,0.193
"2697","Clinton",20.98,0.193
"2698","Clinton",17.52,0.193
"2699","Clinton",65.7,0.193
"2700","Clinton",4.98,0.193
"2701","Clinton",127.56,0.193
"2702","Clinton",640.2,0.193
"2703","Clinton",10.35,0.193
"2704","Clinton",11.24,0.193
"2705","Clinton",74.98,0.193
"2706","Clinton",5.4,0.193
"2707","Clinton",51,0.193
"2708","Clinton",29.22,0.193
"2709","Clinton",64.56,0.193
"2710","Clinton",23.92,0.193
"2711","Clinton",97.56,0.193
"2712","Clinton",6.75,0.193
"2713","Clinton",62.1,0.193
"2714","Clinton",53.76,0.193
"2715","Clinton",20.93,0.193
"2716","Clinton",123.75,0.193
"2717","Clinton",139.5,0.193
"2718","Clinton",75,0.193
"2719","Clinton",113.34,0.193
"2720","Clinton",190.56,0.193
"2721","Clinton",62.94,0.193
"2722","Clinton",56.25,0.193
"2723","Clinton",252.72,0.193
"2724","Clinton",18,0.193
"2725","Clinton",112.5,0.193
"2726","Clinton",14.4,0.193
"2727","Clinton",10.5,0.193
"2728","Crawford",107.94,0.151
"2729","Crawford",77.4,0.151
"2730","Crawford",24.75,0.151
"2731","Crawford",20.25,0.151
"2732","Crawford",79.5,0.151
"2733","Crawford",20.4,0.151
"2734","Crawford",116.88,0.151
"2735","Crawford",12.4,0.151
"2736","Crawford",64.02,0.151
"2737","Crawford",61.2,0.151
"2738","Crawford",234,0.151
"2739","Crawford",11.25,0.151
"2740","Crawford",10.35,0.151
"2741","Crawford",19.13,0.151
"2742","Crawford",62.1,0.151
"2743","Crawford",21.74,0.151
"2744","Crawford",6.2,0.151
"2745","Crawford",8.13,0.151
"2746","Crawford",39.75,0.151
"2747","Crawford",97.56,0.151
"2748","Crawford",64.56,0.151
"2749","Crawford",23.25,0.151
"2750","Crawford",279,0.151
"2751","Crawford",314.88,0.151
"2752","Crawford",74.25,0.151
"2753","Crawford",135,0.151
"2754","Crawford",11.24,0.151
"2755","Crawford",113.34,0.151
"2756","Crawford",119.88,0.151
"2757","Crawford",2.99,0.151
"2758","Crawford",24.39,0.151
"2759","Crawford",5.1,0.151
"2760","Crawford",10.67,0.151
"2761","Crawford",9.74,0.151
"2762","Crawford",81,0.151
"2763","Crawford",251.76,0.151
"2764","Crawford",62.28,0.151
"2765","Crawford",30.6,0.151
