"","county","sale.dollars","Bachelor.s.degree.or.higher"
"10505","Story",149.96,0.519
"10506","Story",46.5,0.519
"10507","Story",49.47,0.519
"10508","Story",11.96,0.519
"10509","Story",282.12,0.519
"10510","Story",32.01,0.519
"10511","Story",143.52,0.519
"10512","Story",17.64,0.519
"10513","Story",20.64,0.519
"10514","Story",10.08,0.519
"10515","Story",21,0.519
"10516","Story",5.98,0.519
"10517","Story",21.26,0.519
"10518","Story",39.96,0.519
"10519","Story",74.25,0.519
"10520","Story",121.5,0.519
"10521","Story",3348,0.519
"10522","Story",314.88,0.519
"10523","Story",16.26,0.519
"10524","Story",28.32,0.519
"10525","Story",76.52,0.519
"10526","Story",24.39,0.519
"10527","Story",21.9,0.519
"10528","Story",112.47,0.519
"10529","Story",7.13,0.519
"10530","Story",20.16,0.519
"10531","Story",2484,0.519
"10532","Story",28.9,0.519
"10533","Story",322.56,0.519
"10534","Story",6.5,0.519
"10535","Story",3577.5,0.519
"10536","Story",472.32,0.519
"10537","Story",32.28,0.519
"10538","Story",52.5,0.519
"10539","Story",38.26,0.519
"10540","Story",1.8,0.519
"10541","Story",93,0.519
"10542","Story",169.5,0.519
"10543","Story",359.88,0.519
"10544","Story",32.52,0.519
"10545","Story",198,0.519
"10546","Story",18,0.519
"10547","Story",46.02,0.519
"10548","Story",13.44,0.519
"10549","Story",315,0.519
"10550","Story",10.18,0.519
"10551","Story",23.92,0.519
"10552","Story",78.72,0.519
"10553","Story",387,0.519
"10554","Story",21.52,0.519
"10555","Story",30,0.519
"10556","Story",24,0.519
"10557","Story",62.94,0.519
"10558","Story",23.78,0.519
"10559","Story",46.35,0.519
"10560","Story",50.9,0.519
"10561","Story",387.36,0.519
"10562","Story",181.56,0.519
"10563","Story",70.08,0.519
"10564","Story",25.76,0.519
"10565","Story",80.64,0.519
"10566","Story",10.95,0.519
"10567","Story",53.76,0.519
"10568","Story",285,0.519
"10569","Story",558,0.519
"10570","Story",13.54,0.519
"10571","Story",69.75,0.519
"10572","Story",25.45,0.519
"10573","Story",22.48,0.519
"10574","Story",20.76,0.519
"10575","Story",210.6,0.519
"10576","Story",2474.34,0.519
"10577","Story",74.96,0.519
"10578","Story",37.78,0.519
"10579","Story",61.08,0.519
"10580","Story",22,0.519
"10581","Story",14.04,0.519
"10582","Story",56.16,0.519
"10583","Story",53.97,0.519
"10584","Story",27.08,0.519
"10585","Story",57.39,0.519
"10586","Story",117.96,0.519
"10587","Story",17.92,0.519
"10588","Story",239.76,0.519
"10589","Story",75,0.519
"10590","Story",599.4,0.519
"10591","Story",95.28,0.519
"10592","Story",607.32,0.519
"10593","Story",71.76,0.519
"10594","Story",211.68,0.519
"10595","Story",360.9,0.519
"10596","Story",97.56,0.519
"10597","Story",44.96,0.519
"10598","Story",14.16,0.519
"10599","Story",36.9,0.519
"10600","Story",185.4,0.519
"10601","Story",29.7,0.519
"10602","Story",188.28,0.519
"10603","Story",3528,0.519
"10604","Story",621,0.519
"10605","Story",50.4,0.519
"10606","Story",42,0.519
"10607","Story",63.52,0.519
"10608","Story",13.14,0.519
"10609","Story",19.71,0.519
"10610","Story",43.35,0.519
"10611","Story",496.8,0.519
"10612","Story",107.52,0.519
"10613","Story",629.76,0.519
"10614","Story",8.07,0.519
"10615","Story",869.4,0.519
"10616","Story",15.57,0.519
"10617","Story",117,0.519
"10618","Story",792,0.519
"10619","Story",219,0.519
"10620","Story",13,0.519
"10621","Story",15.48,0.519
"10622","Story",69.03,0.519
"10623","Story",539.82,0.519
"10624","Story",309.6,0.519
"10625","Story",8.88,0.519
"10626","Story",928.8,0.519
"10627","Story",157.68,0.519
"10628","Story",322.8,0.519
"10629","Story",127.04,0.519
"10630","Story",39,0.519
"10631","Story",6.2,0.519
"10632","Story",129.12,0.519
"10633","Story",10.32,0.519
"10634","Tama",86.4,0.156
"10635","Tama",37.5,0.156
"10636","Tama",94.44,0.156
"10637","Tama",5.19,0.156
"10638","Tama",234,0.156
"10639","Tama",5.25,0.156
"10640","Tama",5.1,0.156
"10641","Tama",5.4,0.156
"10642","Tama",11.24,0.156
"10643","Tama",64.02,0.156
"10644","Tama",19.5,0.156
"10645","Tama",11.25,0.156
"10646","Tama",5.09,0.156
"10647","Tama",21.74,0.156
"10648","Tama",6.5,0.156
"10649","Tama",16.5,0.156
"10650","Tama",60.75,0.156
"10651","Tama",225,0.156
"10652","Tama",46.5,0.156
"10653","Tama",29.22,0.156
"10654","Tama",64.56,0.156
"10655","Tama",9.74,0.156
"10656","Tama",20.25,0.156
"10657","Tama",92.7,0.156
"10658","Tama",17.01,0.156
"10659","Tama",17.99,0.156
"10660","Tama",15.45,0.156
"10661","Tama",23.25,0.156
"10662","Tama",21.34,0.156
"10663","Tama",41.96,0.156
"10664","Tama",69.75,0.156
"10665","Tama",7.08,0.156
"10666","Tama",40.5,0.156
"10667","Tama",204.12,0.156
"10668","Tama",11,0.156
"10669","Tama",33.72,0.156
"10670","Tama",10.22,0.156
"10671","Tama",10.49,0.156
"10672","Tama",10.67,0.156
"10673","Tama",43.48,0.156
"10674","Tama",13.5,0.156
"10675","Tama",1.8,0.156
"10676","Tama",26.24,0.156
"10677","Tama",4.95,0.156
"10678","Tama",30.9,0.156
"10679","Tama",19.48,0.156
"10680","Tama",53.97,0.156
"10681","Tama",19.13,0.156
"10682","Tama",39.75,0.156
"10683","Tama",14.16,0.156
"10684","Tama",10.5,0.156
"10685","Tama",30.54,0.156
"10686","Tama",18.75,0.156
"10687","Tama",35.98,0.156
"10688","Tama",22,0.156
"10689","Tama",44.96,0.156
"10690","Tama",11.96,0.156
"10691","Tama",76.2,0.156
"10692","Tama",19.05,0.156
"10693","Tama",37.49,0.156
"10694","Tama",34.02,0.156
"10695","Tama",16.49,0.156
"10696","Tama",107.94,0.156
"10697","Tama",8.13,0.156
"10698","Tama",19.66,0.156
"10699","Tama",10.2,0.156
"10700","Tama",7.2,0.156
"10701","Tama",15.57,0.156
"10702","Tama",61.2,0.156
"10703","Tama",8.88,0.156
"10704","Tama",6.45,0.156
"10705","Tama",56.25,0.156
"10706","Tama",15.3,0.156
"10707","Tama",62.28,0.156
"10708","Tama",38.26,0.156
"10709","Tama",12.7,0.156
"10710","Tama",15.75,0.156
"10711","Tama",75,0.156
"10712","Tama",124.2,0.156
"10713","Tama",35.63,0.156
"10714","Tama",32.01,0.156
"10715","Tama",26.88,0.156
"10716","Tama",39,0.156
"10717","Tama",16.8,0.156
"10718","Tama",9,0.156
"10719","Tama",26.64,0.156
"10720","Tama",28.9,0.156
"10721","Tama",135,0.156
"10722","Tama",46.02,0.156
"10723","Tama",2.96,0.156
"10724","Tama",2.99,0.156
"10725","Tama",20.7,0.156
"10726","Tama",6.35,0.156
"10727","Tama",26,0.156
"10728","Tama",20.36,0.156
"10729","Tama",33,0.156
"10730","Tama",58.5,0.156
"10731","Tama",7.13,0.156
"10732","Tama",17.94,0.156
"10733","Tama",23.01,0.156
"10734","Tama",68.04,0.156
"10735","Tama",5.92,0.156
"10736","Tama",31.5,0.156
"10737","Tama",17.76,0.156
"10738","Tama",17.55,0.156
"10739","Tama",20.44,0.156
"10740","Tama",22.48,0.156
"10741","Tama",130.44,0.156
"10742","Tama",10.35,0.156
"10743","Tama",20.98,0.156
"10744","Tama",25.45,0.156
"10745","Tama",81,0.156
"10746","Tama",15.27,0.156
"10747","Tama",23.92,0.156
"10748","Tama",25.95,0.156
"10749","Tama",61.8,0.156
"10750","Tama",31.75,0.156
"10751","Tama",26.25,0.156
"10752","Tama",66,0.156
"10753","Tama",46.35,0.156
"10754","Taylor",5.1,0.148
"10755","Taylor",5.19,0.148
"10756","Taylor",19.5,0.148
"10757","Taylor",4.98,0.148
"10758","Taylor",29.22,0.148
"10759","Taylor",56.76,0.148
"10760","Taylor",23.25,0.148
"10761","Taylor",46.5,0.148
"10762","Taylor",15.75,0.148
"10763","Taylor",19.48,0.148
"10764","Taylor",9.74,0.148
"10765","Taylor",15.3,0.148
"10766","Taylor",59.76,0.148
"10767","Taylor",6.5,0.148
"10768","Taylor",10.2,0.148
"10769","Taylor",26.24,0.148
"10770","Taylor",9.96,0.148
"10771","Taylor",4.73,0.148
"10772","Taylor",8.13,0.148
"10773","Taylor",62.28,0.148
"10774","Taylor",4.48,0.148
"10775","Union",64.02,0.224
"10776","Union",29.22,0.224
"10777","Union",5.1,0.224
"10778","Union",23.25,0.224
"10779","Union",9.74,0.224
"10780","Union",107.94,0.224
"10781","Union",61.2,0.224
"10782","Union",99,0.224
"10783","Union",6.45,0.224
"10784","Union",279,0.224
"10785","Union",56.25,0.224
"10786","Union",5.09,0.224
"10787","Union",225,0.224
"10788","Union",65.7,0.224
"10789","Union",116.88,0.224
"10790","Union",243,0.224
"10791","Union",37.5,0.224
"10792","Union",6.2,0.224
"10793","Union",16.49,0.224
"10794","Union",19.5,0.224
"10795","Union",10.67,0.224
"10796","Union",19.13,0.224
"10797","Union",10.95,0.224
"10798","Union",8.13,0.224
"10799","Union",66,0.224
"10800","Union",234,0.224
"10801","Union",139.5,0.224
"10802","Union",12.4,0.224
"10803","Union",6.5,0.224
"10804","Union",24.75,0.224
"10805","Union",122.16,0.224
"10806","Union",5.16,0.224
"10807","Union",37.49,0.224
"10808","Union",49.5,0.224
"10809","Union",19.35,0.224
"10810","Union",224.94,0.224
"10811","Union",124.2,0.224
"10812","Union",10.2,0.224
"10813","Union",77.4,0.224
"10814","Union",135,0.224
"10815","Union",21.9,0.224
"10816","Union",38.26,0.224
"10817","Union",17.99,0.224
"10818","Union",5.19,0.224
"10819","Union",86.96,0.224
"10820","Union",41.4,0.224
"10821","Union",30.54,0.224
"10822","Union",18.6,0.224
"10823","Union",19.48,0.224
"10824","Union",46.5,0.224
"10825","Union",23.92,0.224
"10826","Union",16.26,0.224
"10827","Union",69.75,0.224
"10828","Union",33,0.224
"10829","Union",20.7,0.224
"10830","Union",72,0.224
"10831","Union",25.95,0.224
"10832","Union",24.26,0.224
"10833","Union",10.35,0.224
"10834","Union",16.5,0.224
"10835","Union",62.28,0.224
"10836","Union",38.96,0.224
"10837","Union",61.92,0.224
"10838","Union",197.88,0.224
"10839","Union",75,0.224
"10840","Union",25.8,0.224
"10841","Union",229.56,0.224
"10842","Union",20.25,0.224
"10843","Union",74.25,0.224
"10844","Union",128.04,0.224
"10845","Union",60.75,0.224
"10846","Union",32.98,0.224
"10847","Union",93,0.224
"10848","Union",32.25,0.224
"10849","Union",15.3,0.224
"10850","Union",12,0.224
"10851","Union",21.26,0.224
"10852","Union",21.74,0.224
"10853","Union",31.05,0.224
"10854","Union",11.25,0.224
"10855","Union",251.76,0.224
"10856","Union",58.44,0.224
"10857","Van Buren",32.98,0.164
"10858","Van Buren",23.25,0.164
"10859","Van Buren",279,0.164
"10860","Van Buren",6.45,0.164
"10861","Van Buren",97.56,0.164
"10862","Van Buren",116.88,0.164
"10863","Van Buren",16.26,0.164
"10864","Van Buren",234,0.164
"10865","Van Buren",38.26,0.164
"10866","Van Buren",61.2,0.164
"10867","Van Buren",62.28,0.164
"10868","Van Buren",15.3,0.164
"10869","Van Buren",60.75,0.164
"10870","Van Buren",49.47,0.164
"10871","Van Buren",225,0.164
"10872","Van Buren",8.13,0.164
"10873","Van Buren",16.49,0.164
"10874","Van Buren",58.44,0.164
"10875","Van Buren",139.5,0.164
"10876","Van Buren",19.13,0.164
"10877","Wapello",2.96,0.197
"10878","Wapello",16.49,0.197
"10879","Wapello",8.97,0.197
"10880","Wapello",19.5,0.197
"10881","Wapello",1.46,0.197
"10882","Wapello",2.99,0.197
"10883","Wapello",122.16,0.197
"10884","Wapello",6.35,0.197
"10885","Wapello",5.09,0.197
"10886","Wapello",64.02,0.197
"10887","Wapello",77.4,0.197
"10888","Wapello",10.8,0.197
"10889","Wapello",24.75,0.197
"10890","Wapello",234,0.197
"10891","Wapello",279,0.197
"10892","Wapello",74.25,0.197
"10893","Wapello",1.8,0.197
"10894","Wapello",19.13,0.197
"10895","Wapello",116.88,0.197
"10896","Wapello",4.95,0.197
"10897","Wapello",5.19,0.197
"10898","Wapello",22,0.197
"10899","Wapello",96.84,0.197
"10900","Wapello",23.25,0.197
"10901","Wapello",5.1,0.197
"10902","Wapello",5.25,0.197
"10903","Wapello",9.74,0.197
"10904","Wapello",10.49,0.197
"10905","Wapello",21.26,0.197
"10906","Wapello",84.24,0.197
"10907","Wapello",6.45,0.197
"10908","Wapello",59.76,0.197
"10909","Wapello",39.75,0.197
"10910","Wapello",37.49,0.197
"10911","Wapello",56.76,0.197
"10912","Wapello",92.7,0.197
"10913","Wapello",48.52,0.197
"10914","Wapello",26.88,0.197
"10915","Wapello",86.7,0.197
"10916","Wapello",8.07,0.197
"10917","Wapello",75,0.197
"10918","Wapello",243,0.197
"10919","Wapello",64.56,0.197
"10920","Wapello",65.22,0.197
"10921","Wapello",21.74,0.197
"10922","Wapello",15.75,0.197
"10923","Wapello",62.28,0.197
"10924","Wapello",135,0.197
"10925","Wapello",78.84,0.197
"10926","Wapello",59.94,0.197
"10927","Wapello",20.25,0.197
"10928","Wapello",26.24,0.197
"10929","Wapello",24.26,0.197
"10930","Wapello",31.48,0.197
"10931","Wapello",22.5,0.197
"10932","Wapello",124.2,0.197
"10933","Wapello",66,0.197
"10934","Wapello",8.13,0.197
"10935","Wapello",224.94,0.197
"10936","Wapello",49.5,0.197
"10937","Wapello",33,0.197
"10938","Wapello",10.2,0.197
"10939","Wapello",14.94,0.197
"10940","Wapello",60.75,0.197
"10941","Wapello",69.75,0.197
"10942","Wapello",5.4,0.197
"10943","Wapello",11.96,0.197
"10944","Wapello",33.74,0.197
"10945","Wapello",61.2,0.197
"10946","Wapello",6.5,0.197
"10947","Wapello",9,0.197
"10948","Wapello",31.76,0.197
"10949","Wapello",119.88,0.197
"10950","Wapello",11.25,0.197
"10951","Wapello",229.56,0.197
"10952","Wapello",31.5,0.197
"10953","Wapello",74.98,0.197
"10954","Wapello",59.4,0.197
"10955","Wapello",30.54,0.197
"10956","Wapello",90,0.197
"10957","Wapello",28.08,0.197
"10958","Wapello",22.48,0.197
"10959","Wapello",17.99,0.197
"10960","Wapello",5.98,0.197
"10961","Wapello",50.9,0.197
"10962","Wapello",19.05,0.197
"10963","Wapello",3.36,0.197
"10964","Wapello",8.96,0.197
"10965","Wapello",81,0.197
"10966","Wapello",40.5,0.197
"10967","Wapello",7.5,0.197
"10968","Wapello",134.88,0.197
"10969","Wapello",76.2,0.197
"10970","Wapello",204.12,0.197
"10971","Wapello",43.48,0.197
"10972","Wapello",0,0.197
"10973","Wapello",17.76,0.197
"10974","Wapello",46.5,0.197
"10975","Wapello",39.96,0.197
"10976","Wapello",11.24,0.197
"10977","Wapello",11,0.197
"10978","Wapello",16.26,0.197
"10979","Wapello",202.44,0.197
"10980","Wapello",5.16,0.197
"10981","Wapello",14.04,0.197
"10982","Wapello",72,0.197
"10983","Wapello",27.08,0.197
"10984","Wapello",13,0.197
"10985","Wapello",10.32,0.197
"10986","Wapello",13.54,0.197
"10987","Wapello",5.84,0.197
"10988","Wapello",107.94,0.197
"10989","Wapello",126,0.197
"10990","Wapello",70.56,0.197
"10991","Wapello",16.14,0.197
"10992","Wapello",26.25,0.197
"10993","Wapello",37.5,0.197
"10994","Wapello",40.72,0.197
"10995","Wapello",86.4,0.197
"10996","Wapello",3.6,0.197
"10997","Wapello",11.76,0.197
"10998","Wapello",16.5,0.197
"10999","Wapello",24.39,0.197
"11000","Wapello",7.2,0.197
"11001","Wapello",99,0.197
"11002","Wapello",29.22,0.197
"11003","Wapello",67.48,0.197
"11004","Wapello",86.96,0.197
"11005","Wapello",10.76,0.197
"11006","Wapello",10.67,0.197
"11007","Wapello",20.98,0.197
"11008","Wapello",29.7,0.197
"11009","Wapello",10.5,0.197
"11010","Wapello",21,0.197
"11011","Wapello",39.6,0.197
"11012","Wapello",56.25,0.197
"11013","Wapello",29.9,0.197
"11014","Wapello",32.98,0.197
"11015","Wapello",19.92,0.197
"11016","Wapello",53.76,0.197
"11017","Wapello",24.21,0.197
"11018","Wapello",19.48,0.197
"11019","Wapello",15.27,0.197
"11020","Wapello",449.88,0.197
"11021","Wapello",19.98,0.197
"11022","Wapello",10.35,0.197
"11023","Wapello",21.34,0.197
"11024","Wapello",157.44,0.197
"11025","Wapello",15.57,0.197
"11026","Wapello",97.56,0.197
"11027","Wapello",44.96,0.197
"11028","Wapello",63.52,0.197
"11029","Wapello",19.8,0.197
"11030","Wapello",15.45,0.197
"11031","Wapello",5.88,0.197
"11032","Wapello",1800,0.197
"11033","Wapello",14.85,0.197
"11034","Wapello",10.18,0.197
"11035","Wapello",14.26,0.197
"11036","Wapello",10.08,0.197
"11037","Wapello",20.4,0.197
"11038","Wapello",12.7,0.197
"11039","Wapello",15,0.197
"11040","Wapello",38.26,0.197
"11041","Wapello",61.92,0.197
"11042","Wapello",80.64,0.197
"11043","Wapello",94.44,0.197
"11044","Wapello",18.89,0.197
"11045","Wapello",113.34,0.197
"11046","Wapello",25.4,0.197
"11047","Wapello",225,0.197
"11048","Wapello",18.74,0.197
"11049","Wapello",17.55,0.197
"11050","Wapello",9.9,0.197
"11051","Wapello",197.88,0.197
"11052","Wapello",14.4,0.197
"11053","Wapello",81.24,0.197
"11054","Wapello",17.94,0.197
"11055","Wapello",26,0.197
"11056","Wapello",20.36,0.197
"11057","Wapello",16.8,0.197
"11058","Wapello",4.38,0.197
"11059","Wapello",119.25,0.197
"11060","Wapello",2.92,0.197
"11061","Wapello",138.06,0.197
"11062","Wapello",31.05,0.197
"11063","Wapello",79.5,0.197
"11064","Wapello",78,0.197
"11065","Wapello",6.72,0.197
"11066","Wapello",18,0.197
"11067","Wapello",48.7,0.197
"11068","Wapello",15.74,0.197
"11069","Wapello",112.47,0.197
"11070","Wapello",675,0.197
"11071","Wapello",93,0.197
"11072","Wapello",53.97,0.197
"11073","Wapello",13.5,0.197
"11074","Wapello",32.01,0.197
"11075","Wapello",128.04,0.197
"11076","Wapello",32.28,0.197
"11077","Wapello",2250,0.197
"11078","Wapello",10.38,0.197
"11079","Wapello",161.28,0.197
"11080","Wapello",20.16,0.197
"11081","Wapello",14.95,0.197
"11082","Wapello",17.01,0.197
"11083","Wapello",558,0.197
"11084","Wapello",47.25,0.197
"11085","Wapello",20.76,0.197
"11086","Wapello",38.96,0.197
"11087","Wapello",35.98,0.197
"11088","Wapello",180,0.197
"11089","Wapello",15.3,0.197
"11090","Warren",64.02,0.313
"11091","Warren",61.2,0.313
"11092","Warren",49.5,0.313
"11093","Warren",5.09,0.313
"11094","Warren",229.56,0.313
"11095","Warren",107.94,0.313
"11096","Warren",5.88,0.313
"11097","Warren",225,0.313
"11098","Warren",234,0.313
"11099","Warren",135,0.313
"11100","Warren",15.74,0.313
"11101","Warren",10.35,0.313
"11102","Warren",17.99,0.313
"11103","Warren",78.84,0.313
"11104","Warren",5.1,0.313
"11105","Warren",58.44,0.313
"11106","Warren",134.88,0.313
"11107","Warren",6.35,0.313
"11108","Warren",40.65,0.313
"11109","Warren",9.74,0.313
"11110","Warren",19.5,0.313
"11111","Warren",23.25,0.313
"11112","Warren",24.75,0.313
"11113","Warren",116.88,0.313
"11114","Warren",119.88,0.313
"11115","Warren",25.5,0.313
"11116","Warren",14.4,0.313
"11117","Warren",11.76,0.313
"11118","Warren",76.2,0.313
"11119","Warren",49.47,0.313
"11120","Warren",16.49,0.313
"11121","Warren",56.25,0.313
"11122","Warren",124.2,0.313
"11123","Warren",279,0.313
"11124","Warren",20.25,0.313
"11125","Warren",4.95,0.313
"11126","Warren",11.25,0.313
"11127","Warren",122.16,0.313
"11128","Warren",38.26,0.313
"11129","Warren",16.5,0.313
"11130","Warren",127.56,0.313
"11131","Warren",72,0.313
"11132","Warren",26.88,0.313
"11133","Warren",57.84,0.313
"11134","Warren",78,0.313
"11135","Warren",99,0.313
"11136","Warren",10.49,0.313
"11137","Warren",224.94,0.313
"11138","Warren",46.5,0.313
"11139","Warren",126,0.313
"11140","Warren",38.96,0.313
"11141","Warren",69.75,0.313
"11142","Warren",19.13,0.313
"11143","Warren",70.56,0.313
"11144","Warren",8.13,0.313
"11145","Warren",84.96,0.313
"11146","Warren",204.12,0.313
"11147","Warren",97.56,0.313
"11148","Warren",40.5,0.313
"11149","Warren",12.7,0.313
"11150","Warren",64.56,0.313
"11151","Warren",5.25,0.313
"11152","Warren",94.44,0.313
"11153","Warren",2.99,0.313
"11154","Warren",197.88,0.313
"11155","Warren",10.67,0.313
"11156","Warren",90,0.313
"11157","Warren",74.25,0.313
"11158","Warren",26.24,0.313
"11159","Warren",92.7,0.313
"11160","Warren",30.6,0.313
"11161","Warren",161.28,0.313
"11162","Warren",11,0.313
"11163","Warren",15.3,0.313
"11164","Warren",66,0.313
"11165","Warren",6.75,0.313
"11166","Warren",93.75,0.313
"11167","Warren",20.7,0.313
"11168","Warren",243,0.313
"11169","Warren",112.5,0.313
"11170","Warren",15.75,0.313
"11171","Warren",21.74,0.313
"11172","Warren",20.36,0.313
"11173","Warren",17.55,0.313
"11174","Warren",297,0.313
"11175","Warren",25.4,0.313
"11176","Warren",201.6,0.313
"11177","Warren",9.9,0.313
"11178","Warren",32.98,0.313
"11179","Warren",60.75,0.313
"11180","Warren",7.2,0.313
"11181","Warren",32.52,0.313
"11182","Warren",238.5,0.313
"11183","Warren",6.45,0.313
"11184","Warren",19.05,0.313
"11185","Warren",19.48,0.313
"11186","Warren",78.72,0.313
"11187","Warren",260.88,0.313
"11188","Warren",128.04,0.313
"11189","Warren",96.84,0.313
"11190","Warren",59.4,0.313
"11191","Warren",21.34,0.313
"11192","Warren",14.95,0.313
"11193","Warren",11.96,0.313
"11194","Warren",14.85,0.313
"11195","Warren",62.1,0.313
"11196","Warren",29.22,0.313
"11197","Warren",30.54,0.313
"11198","Warren",269.76,0.313
"11199","Warren",14.6,0.313
"11200","Warren",10.18,0.313
"11201","Warren",15.48,0.313
"11202","Warren",12.9,0.313
"11203","Warren",61.08,0.313
"11204","Warren",75,0.313
"11205","Warren",251.76,0.313
"11206","Warren",37.5,0.313
"11207","Warren",62.94,0.313
"11208","Warren",17.64,0.313
"11209","Warren",210.6,0.313
"11210","Warren",70.08,0.313
"11211","Warren",19.8,0.313
"11212","Warren",47.25,0.313
"11213","Warren",7.08,0.313
"11214","Warren",31.05,0.313
"11215","Warren",121.5,0.313
"11216","Warren",48.78,0.313
"11217","Warren",52.48,0.313
"11218","Warren",71.76,0.313
"11219","Warren",62.28,0.313
"11220","Warren",18.75,0.313
"11221","Warren",41.4,0.313
"11222","Warren",42.68,0.313
"11223","Warren",57.39,0.313
"11224","Warren",98.94,0.313
"11225","Warren",17.94,0.313
"11226","Warren",5.19,0.313
"11227","Warren",31.47,0.313
"11228","Warren",76.52,0.313
"11229","Warren",31.48,0.313
"11230","Warren",39,0.313
"11231","Warren",0,0.313
"11232","Warren",43.48,0.313
"11233","Warren",15.27,0.313
"11234","Warren",85.56,0.313
"11235","Warren",23.52,0.313
"11236","Warren",42,0.313
"11237","Warren",81,0.313
"11238","Warren",116.25,0.313
"11239","Warren",10.38,0.313
"11240","Warren",28.52,0.313
"11241","Warren",21.26,0.313
"11242","Washington",7.5,0.22
"11243","Washington",14.94,0.22
"11244","Washington",20.25,0.22
"11245","Washington",9.74,0.22
"11246","Washington",6,0.22
"11247","Washington",16.5,0.22
"11248","Washington",279,0.22
"11249","Washington",62.28,0.22
"11250","Washington",64.02,0.22
"11251","Washington",15.57,0.22
"11252","Washington",5.19,0.22
"11253","Washington",19.5,0.22
"11254","Washington",8.13,0.22
"11255","Washington",15,0.22
"11256","Washington",5.09,0.22
"11257","Washington",19.48,0.22
"11258","Washington",15.27,0.22
"11259","Washington",15.3,0.22
"11260","Washington",224.94,0.22
"11261","Washington",10.35,0.22
"11262","Washington",78,0.22
"11263","Washington",4.95,0.22
"11264","Washington",37.49,0.22
"11265","Washington",92.7,0.22
"11266","Washington",66,0.22
"11267","Washington",135,0.22
"11268","Washington",11.24,0.22
"11269","Washington",107.94,0.22
"11270","Washington",2.99,0.22
"11271","Washington",16.49,0.22
"11272","Washington",59.4,0.22
"11273","Washington",74.4,0.22
"11274","Washington",11,0.22
"11275","Washington",20.7,0.22
"11276","Washington",11.25,0.22
"11277","Washington",56.25,0.22
"11278","Washington",22.5,0.22
"11279","Washington",21.74,0.22
"11280","Washington",70.56,0.22
"11281","Washington",99,0.22
"11282","Washington",10.67,0.22
"11283","Washington",132,0.22
"11284","Washington",7.08,0.22
"11285","Washington",29.22,0.22
"11286","Washington",22,0.22
"11287","Washington",15.45,0.22
"11288","Washington",9.9,0.22
"11289","Washington",124.2,0.22
"11290","Washington",24.39,0.22
"11291","Washington",38.26,0.22
"11292","Washington",116.88,0.22
"11293","Washington",17.55,0.22
"11294","Washington",67.2,0.22
"11295","Washington",161.28,0.22
"11296","Washington",24.75,0.22
"11297","Washington",77.4,0.22
"11298","Washington",15.75,0.22
"11299","Washington",32.98,0.22
"11300","Washington",190.56,0.22
"11301","Washington",34.02,0.22
"11302","Washington",31.5,0.22
"11303","Washington",10.32,0.22
"11304","Washington",26.88,0.22
"11305","Washington",210.6,0.22
"11306","Washington",33.6,0.22
"11307","Washington",234,0.22
"11308","Washington",94.44,0.22
"11309","Washington",75,0.22
"11310","Washington",23.25,0.22
"11311","Washington",41.4,0.22
"11312","Washington",5.25,0.22
"11313","Washington",297,0.22
"11314","Washington",49.5,0.22
"11315","Washington",10.5,0.22
"11316","Washington",26.24,0.22
"11317","Washington",10.18,0.22
"11318","Washington",4.98,0.22
"11319","Washington",8.07,0.22
"11320","Washington",26,0.22
"11321","Washington",30.9,0.22
"11322","Washington",17.99,0.22
"11323","Washington",6.5,0.22
"11324","Washington",61.2,0.22
"11325","Washington",44.96,0.22
"11326","Washington",31.76,0.22
"11327","Washington",25.45,0.22
"11328","Washington",64.56,0.22
"11329","Washington",69.75,0.22
"11330","Washington",16.8,0.22
"11331","Washington",19.13,0.22
"11332","Washington",14.95,0.22
"11333","Washington",112.5,0.22
"11334","Washington",22.48,0.22
"11335","Washington",143.52,0.22
"11336","Washington",93,0.22
"11337","Washington",21.34,0.22
"11338","Washington",9.96,0.22
"11339","Washington",5.16,0.22
"11340","Washington",49.47,0.22
"11341","Washington",17.94,0.22
"11342","Washington",74.98,0.22
"11343","Washington",20.36,0.22
"11344","Washington",5.88,0.22
"11345","Washington",31.05,0.22
"11346","Washington",33.72,0.22
"11347","Washington",113.34,0.22
"11348","Washington",201.6,0.22
"11349","Washington",47.56,0.22
"11350","Washington",45,0.22
"11351","Washington",122.16,0.22
"11352","Washington",62.1,0.22
"11353","Washington",37.5,0.22
"11354","Washington",17.01,0.22
"11355","Washington",53.76,0.22
"11356","Washington",225,0.22
"11357","Washington",260.88,0.22
"11358","Washington",20.76,0.22
"11359","Washington",6.45,0.22
"11360","Washington",61.92,0.22
"11361","Washington",14.16,0.22
"11362","Washington",119.88,0.22
"11363","Washington",126,0.22
"11364","Washington",65.7,0.22
"11365","Washington",197.88,0.22
"11366","Washington",11.96,0.22
"11367","Washington",48.52,0.22
"11368","Washington",10.49,0.22
"11369","Washington",8.97,0.22
"11370","Washington",72,0.22
"11371","Washington",60.75,0.22
"11372","Washington",65.22,0.22
"11373","Washington",10.2,0.22
"11374","Washington",100.8,0.22
"11375","Washington",86.7,0.22
"11376","Washington",39,0.22
"11377","Washington",40.5,0.22
"11378","Washington",28.32,0.22
"11379","Washington",243,0.22
"11380","Washington",31.14,0.22
"11381","Washington",58.5,0.22
"11382","Washington",6.2,0.22
"11383","Washington",24.26,0.22
"11384","Washington",30,0.22
"11385","Washington",5.98,0.22
"11386","Washington",38.96,0.22
"11387","Washington",46.02,0.22
