"","county","sale.dollars","High.school.graduate.or.higher"
"6371","Linn",21.74,0.946
"6372","Linn",24.26,0.946
"6373","Linn",48.7,0.946
"6374","Linn",53.97,0.946
"6375","Linn",99,0.946
"6376","Linn",30.6,0.946
"6377","Linn",20.7,0.946
"6378","Linn",5.19,0.946
"6379","Linn",9.74,0.946
"6380","Linn",81.24,0.946
"6381","Linn",166.08,0.946
"6382","Linn",126,0.946
"6383","Linn",61.92,0.946
"6384","Linn",143.52,0.946
"6385","Linn",14.85,0.946
"6386","Linn",90,0.946
"6387","Linn",224.94,0.946
"6388","Linn",138.06,0.946
"6389","Linn",74.4,0.946
"6390","Linn",16.5,0.946
"6391","Linn",11.25,0.946
"6392","Linn",119.25,0.946
"6393","Linn",19.5,0.946
"6394","Linn",60.75,0.946
"6395","Linn",260.88,0.946
"6396","Linn",3348,0.946
"6397","Linn",10.49,0.946
"6398","Linn",66,0.946
"6399","Linn",3.36,0.946
"6400","Linn",7.5,0.946
"6401","Linn",4.98,0.946
"6402","Linn",26.24,0.946
"6403","Linn",899.76,0.946
"6404","Linn",84.24,0.946
"6405","Linn",30.54,0.946
"6406","Linn",62.28,0.946
"6407","Linn",20.36,0.946
"6408","Linn",49.47,0.946
"6409","Linn",17.01,0.946
"6410","Linn",2.99,0.946
"6411","Linn",64.56,0.946
"6412","Linn",59.76,0.946
"6413","Linn",25.45,0.946
"6414","Linn",6.72,0.946
"6415","Linn",15.57,0.946
"6416","Linn",5.25,0.946
"6417","Linn",119.88,0.946
"6418","Linn",238.5,0.946
"6419","Linn",161.28,0.946
"6420","Linn",225,0.946
"6421","Linn",70.08,0.946
"6422","Linn",17.99,0.946
"6423","Linn",18.75,0.946
"6424","Linn",243,0.946
"6425","Linn",38.96,0.946
"6426","Linn",45,0.946
"6427","Linn",29.22,0.946
"6428","Linn",24.75,0.946
"6429","Linn",7.08,0.946
"6430","Linn",70.56,0.946
"6431","Linn",15,0.946
"6432","Linn",33,0.946
"6433","Linn",33.6,0.946
"6434","Linn",15.27,0.946
"6435","Linn",121.5,0.946
"6436","Linn",135,0.946
"6437","Linn",40.5,0.946
"6438","Linn",22.5,0.946
"6439","Linn",110.7,0.946
"6440","Linn",10.35,0.946
"6441","Linn",28.32,0.946
"6442","Linn",19.98,0.946
"6443","Linn",15.75,0.946
"6444","Linn",8.97,0.946
"6445","Linn",56.76,0.946
"6446","Linn",229.56,0.946
"6447","Linn",35.88,0.946
"6448","Linn",14.04,0.946
"6449","Linn",68.04,0.946
"6450","Linn",78.84,0.946
"6451","Linn",57.39,0.946
"6452","Linn",11.24,0.946
"6453","Linn",29.7,0.946
"6454","Linn",9.9,0.946
"6455","Linn",94.44,0.946
"6456","Linn",33.72,0.946
"6457","Linn",202.44,0.946
"6458","Linn",84.96,0.946
"6459","Linn",122.16,0.946
"6460","Linn",21.24,0.946
"6461","Linn",98.94,0.946
"6462","Linn",13.44,0.946
"6463","Linn",28.52,0.946
"6464","Linn",113.34,0.946
"6465","Linn",63,0.946
"6466","Linn",5.88,0.946
"6467","Linn",80.64,0.946
"6468","Linn",97.04,0.946
"6469","Linn",14.95,0.946
"6470","Linn",31.05,0.946
"6471","Linn",97.56,0.946
"6472","Linn",197.88,0.946
"6473","Linn",15.74,0.946
"6474","Linn",15.45,0.946
"6475","Linn",38.26,0.946
"6476","Linn",78,0.946
"6477","Linn",65.7,0.946
"6478","Linn",19.8,0.946
"6479","Linn",127.56,0.946
"6480","Linn",128.04,0.946
"6481","Linn",37.49,0.946
"6482","Linn",31.47,0.946
"6483","Linn",7.3,0.946
"6484","Linn",10.2,0.946
"6485","Linn",10.22,0.946
"6486","Linn",26.88,0.946
"6487","Linn",78.75,0.946
"6488","Linn",30,0.946
"6489","Linn",675,0.946
"6490","Linn",10.08,0.946
"6491","Linn",52.48,0.946
"6492","Linn",6.35,0.946
"6493","Linn",59.94,0.946
"6494","Linn",13.14,0.946
"6495","Linn",23.25,0.946
"6496","Linn",101.22,0.946
"6497","Linn",21.26,0.946
"6498","Linn",18.45,0.946
"6499","Linn",10.5,0.946
"6500","Linn",11.96,0.946
"6501","Linn",8.07,0.946
"6502","Linn",53.76,0.946
"6503","Linn",26,0.946
"6504","Linn",68.18,0.946
"6505","Linn",449.88,0.946
"6506","Linn",65.96,0.946
"6507","Linn",472.32,0.946
"6508","Linn",18.89,0.946
"6509","Linn",112.5,0.946
"6510","Linn",42.48,0.946
"6511","Linn",58.44,0.946
"6512","Linn",42,0.946
"6513","Linn",4.73,0.946
"6514","Linn",6.57,0.946
"6515","Linn",30.9,0.946
"6516","Linn",62.94,0.946
"6517","Linn",71.76,0.946
"6518","Linn",122.64,0.946
"6519","Linn",56.25,0.946
"6520","Linn",73.8,0.946
"6521","Linn",4.38,0.946
"6522","Linn",31.5,0.946
"6523","Linn",5.98,0.946
"6524","Linn",19.71,0.946
"6525","Linn",10.67,0.946
"6526","Linn",139.5,0.946
"6527","Linn",86.7,0.946
"6528","Linn",314.88,0.946
"6529","Linn",28.76,0.946
"6530","Linn",18,0.946
"6531","Linn",49.5,0.946
"6532","Linn",20.76,0.946
"6533","Linn",130.44,0.946
"6534","Linn",190.56,0.946
"6535","Linn",94.5,0.946
"6536","Linn",20.51,0.946
"6537","Linn",21,0.946
"6538","Linn",35.98,0.946
"6539","Linn",76.2,0.946
"6540","Linn",178.2,0.946
"6541","Linn",252.72,0.946
"6542","Linn",13.5,0.946
"6543","Linn",39,0.946
"6544","Linn",44.96,0.946
"6545","Linn",29.9,0.946
"6546","Linn",185.4,0.946
"6547","Linn",20.16,0.946
"6548","Linn",84.75,0.946
"6549","Linn",17.94,0.946
"6550","Linn",33.74,0.946
"6551","Linn",32.98,0.946
"6552","Linn",5.84,0.946
"6553","Linn",52.45,0.946
"6554","Linn",23.92,0.946
"6555","Linn",39.96,0.946
"6556","Linn",1.8,0.946
"6557","Linn",558,0.946
"6558","Linn",141.12,0.946
"6559","Linn",31.76,0.946
"6560","Linn",47.22,0.946
"6561","Linn",61.08,0.946
"6562","Linn",204.12,0.946
"6563","Linn",17.64,0.946
"6564","Linn",594,0.946
"6565","Linn",84,0.946
"6566","Linn",74.98,0.946
"6567","Linn",11.68,0.946
"6568","Linn",10.76,0.946
"6569","Linn",162.48,0.946
"6570","Linn",37.5,0.946
"6571","Linn",674.82,0.946
"6572","Linn",81,0.946
"6573","Linn",41.4,0.946
"6574","Linn",18.74,0.946
"6575","Linn",31.48,0.946
"6576","Linn",934.2,0.946
"6577","Linn",67.48,0.946
"6578","Linn",21.9,0.946
"6579","Linn",145.56,0.946
"6580","Linn",21.34,0.946
"6581","Linn",6.5,0.946
"6582","Linn",100.8,0.946
"6583","Linn",24.21,0.946
"6584","Linn",62.1,0.946
"6585","Linn",82.45,0.946
"6586","Linn",112.44,0.946
"6587","Linn",27,0.946
"6588","Linn",28.08,0.946
"6589","Linn",112.47,0.946
"6590","Linn",35.4,0.946
"6591","Linn",726.24,0.946
"6592","Linn",114.78,0.946
"6593","Linn",211.68,0.946
"6594","Linn",14.94,0.946
"6595","Linn",32.52,0.946
"6596","Linn",322.56,0.946
"6597","Linn",31.14,0.946
"6598","Linn",201.6,0.946
"6599","Linn",34.02,0.946
"6600","Linn",16.8,0.946
"6601","Linn",32.01,0.946
"6602","Linn",5.4,0.946
"6603","Linn",186.84,0.946
"6604","Linn",76.52,0.946
"6605","Linn",10.38,0.946
"6606","Linn",48.42,0.946
"6607","Linn",104.96,0.946
"6608","Linn",9.96,0.946
"6609","Linn",2024.46,0.946
"6610","Linn",65.22,0.946
"6611","Linn",36.9,0.946
"6612","Linn",12,0.946
"6613","Linn",56.24,0.946
"6614","Linn",43.48,0.946
"6615","Linn",118.8,0.946
"6616","Linn",6,0.946
"6617","Linn",23.01,0.946
"6618","Linn",108,0.946
"6619","Linn",4273.86,0.946
"6620","Linn",40.72,0.946
"6621","Linn",27.08,0.946
"6622","Linn",198,0.946
"6623","Linn",93,0.946
"6624","Linn",41.96,0.946
"6625","Linn",74.25,0.946
"6626","Linn",14.6,0.946
"6627","Linn",67.44,0.946
"6628","Linn",47.25,0.946
"6629","Linn",4464,0.946
"6630","Linn",116.25,0.946
"6631","Linn",219,0.946
"6632","Linn",42.78,0.946
"6633","Linn",258,0.946
"6634","Linn",96.84,0.946
"6635","Linn",69.03,0.946
"6636","Linn",20.4,0.946
"6637","Linn",181.56,0.946
"6638","Linn",189,0.946
"6639","Linn",37.78,0.946
"6640","Linn",117,0.946
"6641","Linn",13,0.946
"6642","Linn",745.2,0.946
"6643","Linn",248.4,0.946
"6644","Linn",78.72,0.946
"6645","Linn",86.4,0.946
"6646","Linn",50.9,0.946
"6647","Linn",56.22,0.946
"6648","Linn",10.8,0.946
"6649","Linn",215.88,0.946
"6650","Linn",1764,0.946
"6651","Linn",311.4,0.946
"6652","Linn",278.1,0.946
"6653","Linn",23.52,0.946
"6654","Linn",13.54,0.946
"6655","Linn",72.78,0.946
"6656","Linn",3.6,0.946
"6657","Linn",8.76,0.946
"6658","Linn",987.84,0.946
"6659","Linn",51.75,0.946
"6660","Linn",42.12,0.946
"6661","Linn",210.6,0.946
"6662","Linn",5.16,0.946
"6663","Linn",264,0.946
"6664","Linn",26.91,0.946
"6665","Linn",24.99,0.946
"6666","Linn",77.92,0.946
"6667","Linn",42.68,0.946
"6668","Linn",32.28,0.946
"6669","Linn",57.84,0.946
"6670","Linn",337.44,0.946
"6671","Linn",387.36,0.946
"6672","Linn",1619.1,0.946
"6673","Linn",20.64,0.946
"6674","Linn",2.92,0.946
"6675","Linn",15.3,0.946
"6676","Linn",252,0.946
"6677","Linn",792,0.946
"6678","Linn",69.75,0.946
"6679","Linn",702,0.946
"6680","Linn",153,0.946
"6681","Linn",7.2,0.946
"6682","Linn",1451.52,0.946
"6683","Linn",52.5,0.946
"6684","Linn",25.5,0.946
"6685","Linn",67.2,0.946
"6686","Linn",101.25,0.946
"6687","Linn",108.7,0.946
"6688","Linn",837,0.946
"6689","Linn",18.6,0.946
"6690","Linn",21.6,0.946
"6691","Linn",10.95,0.946
"6692","Linn",6.2,0.946
"6693","Linn",14.16,0.946
"6694","Linn",0,0.946
"6695","Linn",86.96,0.946
"6696","Linn",17.52,0.946
"6697","Linn",1612.8,0.946
"6698","Linn",127.04,0.946
"6699","Linn",323.82,0.946
"6700","Linn",12.9,0.946
"6701","Linn",19.35,0.946
"6702","Linn",24.39,0.946
"6703","Linn",113,0.946
"6704","Linn",93.75,0.946
"6705","Linn",43.35,0.946
"6706","Linn",2698.5,0.946
"6707","Linn",63.78,0.946
"6708","Linn",20.46,0.946
"6709","Linn",72.45,0.946
"6710","Linn",337.5,0.946
"6711","Linn",123.75,0.946
"6712","Linn",12.6,0.946
"6713","Linn",102.06,0.946
"6714","Linn",179.94,0.946
"6715","Linn",48.78,0.946
"6716","Linn",35.28,0.946
"6717","Linn",55.35,0.946
"6718","Linn",46.5,0.946
"6719","Linn",79.5,0.946
"6720","Linn",315,0.946
"6721","Linn",107.52,0.946
"6722","Linn",8.96,0.946
"6723","Linn",142.68,0.946
"6724","Linn",97.5,0.946
"6725","Linn",226.68,0.946
"6726","Linn",22,0.946
"6727","Linn",117.96,0.946
"6728","Linn",32.85,0.946
"6729","Linn",11.76,0.946
"6730","Linn",251.76,0.946
"6731","Linn",414.96,0.946
"6732","Linn",694.56,0.946
"6733","Linn",324.96,0.946
"6734","Linn",31,0.946
"6735","Linn",539.7,0.946
"6736","Linn",168.48,0.946
"6737","Linn",26.25,0.946
"6738","Linn",149.96,0.946
"6739","Linn",58.5,0.946
"6740","Linn",144,0.946
"6741","Linn",124.56,0.946
"6742","Linn",46.35,0.946
"6743","Linn",148.5,0.946
"6744","Linn",157.5,0.946
"6745","Linn",16.14,0.946
"6746","Linn",453.36,0.946
"6747","Linn",19.26,0.946
"6748","Linn",102,0.946
"6749","Linn",20.93,0.946
"6750","Linn",14.4,0.946
"6751","Linn",19.92,0.946
"6752","Linn",51.03,0.946
"6753","Linn",79.92,0.946
"6754","Linn",3577.5,0.946
"6755","Linn",107.14,0.946
"6756","Linn",37.48,0.946
"6757","Linn",71.34,0.946
"6758","Linn",1048.38,0.946
"6759","Linn",40.32,0.946
"6760","Linn",133.5,0.946
"6761","Linn",40.35,0.946
"6762","Linn",140.16,0.946
"6763","Linn",166.5,0.946
"6764","Linn",450,0.946
"6765","Linn",222.12,0.946
"6766","Linn",30.66,0.946
"6767","Linn",15.48,0.946
"6768","Louisa",29.22,0.843
"6769","Louisa",11.25,0.843
"6770","Louisa",31.5,0.843
"6771","Louisa",22.5,0.843
"6772","Louisa",9.74,0.843
"6773","Louisa",19.13,0.843
"6774","Louisa",7.5,0.843
"6775","Louisa",5.88,0.843
"6776","Louisa",6.5,0.843
"6777","Louisa",38.26,0.843
"6778","Louisa",10.76,0.843
"6779","Louisa",32.98,0.843
"6780","Louisa",33,0.843
"6781","Louisa",37.5,0.843
"6782","Louisa",16.49,0.843
"6783","Louisa",5.19,0.843
"6784","Louisa",20.7,0.843
"6785","Louisa",5.1,0.843
"6786","Louisa",70.56,0.843
"6787","Louisa",17.55,0.843
"6788","Louisa",19.48,0.843
"6789","Louisa",15.3,0.843
"6790","Louisa",16.5,0.843
"6791","Louisa",22,0.843
"6792","Louisa",15.75,0.843
"6793","Louisa",19.5,0.843
"6794","Louisa",11,0.843
"6795","Louisa",30.6,0.843
"6796","Louisa",5.16,0.843
"6797","Louisa",21.34,0.843
"6798","Louisa",45,0.843
"6799","Louisa",5.25,0.843
"6800","Louisa",58.44,0.843
"6801","Louisa",10.38,0.843
"6802","Louisa",35.28,0.843
"6803","Louisa",58.5,0.843
"6804","Louisa",112.5,0.843
"6805","Louisa",24.39,0.843
"6806","Louisa",10.2,0.843
"6807","Louisa",10.35,0.843
"6808","Louisa",10.67,0.843
"6809","Lucas",116.88,0.93
"6810","Lucas",64.02,0.93
"6811","Lucas",97.56,0.93
"6812","Lucas",84.96,0.93
"6813","Lucas",5.16,0.93
"6814","Lucas",94.44,0.93
"6815","Lucas",10.35,0.93
"6816","Lucas",9.74,0.93
"6817","Lucas",5.1,0.93
"6818","Lucas",37.5,0.93
"6819","Lucas",135,0.93
"6820","Lucas",234,0.93
"6821","Lucas",20.25,0.93
"6822","Lucas",61.2,0.93
"6823","Lucas",8.07,0.93
"6824","Lucas",4.73,0.93
"6825","Lucas",16.49,0.93
"6826","Lucas",10.49,0.93
"6827","Lucas",32.98,0.93
"6828","Lucas",10.32,0.93
"6829","Lucas",59.4,0.93
"6830","Lucas",64.56,0.93
"6831","Lucas",40.5,0.93
"6832","Lucas",49.47,0.93
"6833","Lucas",7.5,0.93
"6834","Lucas",107.94,0.93
"6835","Lucas",4.95,0.93
"6836","Lucas",37.49,0.93
"6837","Lucas",99,0.93
"6838","Lucas",5.09,0.93
"6839","Lucas",2.99,0.93
"6840","Lucas",6.2,0.93
"6841","Lucas",21.74,0.93
"6842","Lucas",8.97,0.93
"6843","Lucas",24.21,0.93
"6844","Lucas",19.48,0.93
"6845","Lucas",126,0.93
"6846","Lucas",14.94,0.93
"6847","Lucas",60.75,0.93
"6848","Lucas",26.88,0.93
"6849","Lucas",119.88,0.93
"6850","Lucas",66,0.93
"6851","Lucas",10.18,0.93
"6852","Lucas",10.2,0.93
"6853","Lucas",9.96,0.93
"6854","Lucas",19.98,0.93
"6855","Lucas",225,0.93
"6856","Lucas",101.25,0.93
"6857","Lucas",48.7,0.93
"6858","Lucas",72,0.93
"6859","Lucas",4.98,0.93
"6860","Lucas",224.94,0.93
"6861","Lucas",90,0.93
"6862","Lyon",9.74,0.92
"6863","Lyon",4.95,0.92
"6864","Lyon",19.5,0.92
"6865","Lyon",24.75,0.92
"6866","Lyon",6.35,0.92
"6867","Lyon",66,0.92
"6868","Lyon",20.7,0.92
"6869","Lyon",23.25,0.92
"6870","Lyon",21,0.92
"6871","Lyon",64.02,0.92
"6872","Lyon",19.05,0.92
"6873","Lyon",10.5,0.92
"6874","Lyon",93,0.92
"6875","Lyon",20.98,0.92
"6876","Lyon",18.75,0.92
"6877","Lyon",37.5,0.92
"6878","Lyon",224.94,0.92
"6879","Lyon",50.8,0.92
"6880","Lyon",62.28,0.92
"6881","Lyon",21.74,0.92
"6882","Lyon",5.1,0.92
"6883","Lyon",297,0.92
"6884","Lyon",20.25,0.92
"6885","Lyon",78,0.92
"6886","Lyon",42,0.92
"6887","Lyon",26.88,0.92
"6888","Lyon",6.5,0.92
"6889","Lyon",49.5,0.92
"6890","Lyon",148.5,0.92
"6891","Lyon",97.56,0.92
"6892","Lyon",31.5,0.92
"6893","Lyon",53.76,0.92
"6894","Lyon",19.13,0.92
"6895","Lyon",25.4,0.92
"6896","Lyon",139.5,0.92
"6897","Lyon",69.75,0.92
"6898","Lyon",16.26,0.92
"6899","Lyon",31.75,0.92
"6900","Lyon",11.25,0.92
"6901","Lyon",32.01,0.92
"6902","Lyon",46.5,0.92
"6903","Lyon",76.2,0.92
"6904","Lyon",59.4,0.92
"6905","Lyon",40.5,0.92
"6906","Lyon",238.5,0.92
"6907","Lyon",10.49,0.92
"6908","Lyon",74.25,0.92
"6909","Lyon",79.5,0.92
"6910","Lyon",279,0.92
"6911","Lyon",81,0.92
"6912","Lyon",38.26,0.92
"6913","Lyon",15.3,0.92
"6914","Lyon",21.34,0.92
"6915","Lyon",29.22,0.92
"6916","Lyon",19.48,0.92
"6917","Lyon",12.7,0.92
"6918","Lyon",99,0.92
"6919","Lyon",156,0.92
"6920","Lyon",10.2,0.92
"6921","Lyon",190.56,0.92
"6922","Lyon",8.13,0.92
"6923","Madison",94.44,0.955
"6924","Madison",24.75,0.955
"6925","Madison",234,0.955
"6926","Madison",8.13,0.955
"6927","Madison",124.2,0.955
"6928","Madison",10.18,0.955
"6929","Madison",225,0.955
"6930","Madison",57.84,0.955
"6931","Madison",10.49,0.955
"6932","Madison",5.09,0.955
"6933","Madison",20.25,0.955
"6934","Madison",135,0.955
"6935","Madison",19.5,0.955
"6936","Madison",64.02,0.955
"6937","Madison",9.74,0.955
"6938","Madison",116.88,0.955
"6939","Madison",99,0.955
"6940","Madison",107.94,0.955
"6941","Madison",198,0.955
"6942","Madison",20.98,0.955
"6943","Madison",6.45,0.955
"6944","Madison",4.95,0.955
"6945","Madison",59.76,0.955
"6946","Madison",29.22,0.955
"6947","Madison",24.39,0.955
"6948","Madison",26.88,0.955
"6949","Madison",7.08,0.955
"6950","Madison",238.5,0.955
"6951","Madison",15.27,0.955
"6952","Madison",21,0.955
"6953","Madison",17.99,0.955
"6954","Madison",31.05,0.955
"6955","Madison",29.7,0.955
"6956","Madison",38.96,0.955
"6957","Madison",9.9,0.955
"6958","Madison",11.24,0.955
"6959","Madison",39.75,0.955
"6960","Madison",243,0.955
"6961","Madison",62.1,0.955
"6962","Madison",77.4,0.955
"6963","Madison",32.01,0.955
"6964","Madison",61.2,0.955
"6965","Madison",59.4,0.955
"6966","Madison",62.94,0.955
"6967","Madison",16.49,0.955
"6968","Madison",122.16,0.955
"6969","Madison",25.45,0.955
"6970","Madison",15,0.955
"6971","Madison",66,0.955
"6972","Madison",69.75,0.955
"6973","Madison",53.76,0.955
"6974","Madison",64.56,0.955
"6975","Madison",14.85,0.955
"6976","Madison",7.5,0.955
"6977","Madison",279,0.955
"6978","Madison",5.25,0.955
"6979","Madison",31.47,0.955
"6980","Madison",15.75,0.955
"6981","Madison",14.16,0.955
"6982","Madison",10.76,0.955
"6983","Madison",80.64,0.955
"6984","Madison",19.8,0.955
"6985","Madison",84.96,0.955
"6986","Madison",10.35,0.955
"6987","Madison",20.36,0.955
"6988","Madison",56.25,0.955
"6989","Madison",15.3,0.955
"6990","Madison",39,0.955
"6991","Madison",18.75,0.955
"6992","Madison",126,0.955
"6993","Madison",197.88,0.955
"6994","Madison",20.7,0.955
"6995","Madison",11,0.955
"6996","Madison",134.88,0.955
"6997","Madison",49.5,0.955
"6998","Madison",10.67,0.955
"6999","Madison",30.54,0.955
"7000","Madison",846.72,0.955
"7001","Madison",96.84,0.955
"7002","Madison",20.4,0.955
"7003","Madison",19.98,0.955
"7004","Madison",90,0.955
"7005","Madison",37.5,0.955
"7006","Madison",161.28,0.955
"7007","Madison",19.48,0.955
"7008","Madison",60.75,0.955
"7009","Madison",76.2,0.955
"7010","Madison",23.25,0.955
"7011","Madison",27,0.955
"7012","Madison",119.88,0.955
"7013","Mahaska",67.44,0.917
"7014","Mahaska",19.5,0.917
"7015","Mahaska",11.24,0.917
"7016","Mahaska",78,0.917
"7017","Mahaska",64.02,0.917
"7018","Mahaska",10.22,0.917
"7019","Mahaska",243,0.917
"7020","Mahaska",9.74,0.917
"7021","Mahaska",59.76,0.917
"7022","Mahaska",15.74,0.917
"7023","Mahaska",84.96,0.917
"7024","Mahaska",60.75,0.917
"7025","Mahaska",107.94,0.917
"7026","Mahaska",5.16,0.917
"7027","Mahaska",62.28,0.917
"7028","Mahaska",53.76,0.917
"7029","Mahaska",279,0.917
"7030","Mahaska",11,0.917
"7031","Mahaska",17.99,0.917
"7032","Mahaska",4.98,0.917
"7033","Mahaska",16.49,0.917
"7034","Mahaska",81.24,0.917
"7035","Mahaska",116.88,0.917
"7036","Mahaska",59.4,0.917
"7037","Mahaska",23.25,0.917
"7038","Mahaska",40.65,0.917
"7039","Mahaska",20.25,0.917
"7040","Mahaska",225,0.917
"7041","Mahaska",17.94,0.917
"7042","Mahaska",37.49,0.917
"7043","Mahaska",5.19,0.917
"7044","Mahaska",143.52,0.917
"7045","Mahaska",21.74,0.917
"7046","Mahaska",124.2,0.917
"7047","Mahaska",66,0.917
"7048","Mahaska",119.88,0.917
"7049","Mahaska",44.96,0.917
"7050","Mahaska",94.44,0.917
"7051","Mahaska",5.09,0.917
"7052","Mahaska",40.5,0.917
"7053","Mahaska",84.24,0.917
"7054","Mahaska",49.5,0.917
"7055","Mahaska",5.1,0.917
"7056","Mahaska",19.48,0.917
"7057","Mahaska",64.56,0.917
"7058","Mahaska",97.56,0.917
"7059","Mahaska",6,0.917
"7060","Mahaska",70.56,0.917
"7061","Mahaska",61.2,0.917
"7062","Mahaska",26.88,0.917
"7063","Mahaska",65.7,0.917
"7064","Mahaska",31.48,0.917
"7065","Mahaska",122.64,0.917
"7066","Mahaska",24.75,0.917
"7067","Mahaska",234,0.917
"7068","Mahaska",77.4,0.917
"7069","Mahaska",18,0.917
"7070","Mahaska",86.7,0.917
"7071","Mahaska",29.22,0.917
"7072","Mahaska",11.25,0.917
"7073","Mahaska",229.56,0.917
"7074","Mahaska",46.5,0.917
"7075","Mahaska",4.95,0.917
"7076","Mahaska",7.08,0.917
"7077","Mahaska",132,0.917
"7078","Mahaska",26.24,0.917
"7079","Mahaska",38.26,0.917
"7080","Mahaska",31.05,0.917
"7081","Mahaska",57.39,0.917
"7082","Mahaska",33.72,0.917
"7083","Mahaska",197.88,0.917
"7084","Mahaska",75,0.917
"7085","Mahaska",18.75,0.917
"7086","Mahaska",58.44,0.917
"7087","Mahaska",10.49,0.917
"7088","Mahaska",19.13,0.917
"7089","Mahaska",23.01,0.917
"7090","Mahaska",20.7,0.917
"7091","Mahaska",56.25,0.917
"7092","Mahaska",128.04,0.917
"7093","Mahaska",10.67,0.917
"7094","Mahaska",50.4,0.917
"7095","Mahaska",17.55,0.917
"7096","Mahaska",21.26,0.917
"7097","Mahaska",23.78,0.917
"7098","Mahaska",135,0.917
"7099","Mahaska",297,0.917
"7100","Mahaska",10.38,0.917
"7101","Mahaska",116.25,0.917
"7102","Mahaska",69.75,0.917
"7103","Mahaska",2.99,0.917
"7104","Mahaska",56.76,0.917
"7105","Mahaska",39.75,0.917
"7106","Mahaska",49.47,0.917
"7107","Mahaska",14.16,0.917
"7108","Mahaska",85.56,0.917
"7109","Mahaska",14.04,0.917
"7110","Mahaska",20.4,0.917
"7111","Mahaska",21,0.917
"7112","Mahaska",81,0.917
"7113","Mahaska",74.98,0.917
"7114","Mahaska",122.16,0.917
"7115","Mahaska",80.64,0.917
"7116","Mahaska",30.54,0.917
"7117","Mahaska",19.26,0.917
"7118","Mahaska",37.5,0.917
"7119","Mahaska",6.5,0.917
"7120","Mahaska",8.13,0.917
"7121","Mahaska",192.06,0.917
"7122","Mahaska",224.94,0.917
"7123","Mahaska",139.5,0.917
"7124","Mahaska",16.8,0.917
"7125","Mahaska",76.52,0.917
"7126","Mahaska",112.5,0.917
"7127","Mahaska",18.74,0.917
"7128","Marion",58.5,0.939
"7129","Marion",107.94,0.939
"7130","Marion",64.02,0.939
"7131","Marion",20.25,0.939
"7132","Marion",234,0.939
"7133","Marion",10.76,0.939
"7134","Marion",10.49,0.939
"7135","Marion",21.74,0.939
"7136","Marion",49.5,0.939
"7137","Marion",11.24,0.939
"7138","Marion",23.25,0.939
"7139","Marion",64.56,0.939
"7140","Marion",5.09,0.939
"7141","Marion",243,0.939
"7142","Marion",279,0.939
"7143","Marion",116.88,0.939
"7144","Marion",24.75,0.939
"7145","Marion",31.76,0.939
"7146","Marion",6.35,0.939
"7147","Marion",10.38,0.939
"7148","Marion",5.88,0.939
"7149","Marion",450,0.939
"7150","Marion",18.75,0.939
"7151","Marion",69.75,0.939
"7152","Marion",40.5,0.939
"7153","Marion",202.44,0.939
"7154","Marion",9.74,0.939
"7155","Marion",6.5,0.939
"7156","Marion",110.7,0.939
"7157","Marion",225,0.939
"7158","Marion",119.88,0.939
"7159","Marion",16.49,0.939
"7160","Marion",84.24,0.939
"7161","Marion",149.94,0.939
"7162","Marion",6.45,0.939
"7163","Marion",161.28,0.939
"7164","Marion",84.96,0.939
"7165","Marion",112.44,0.939
"7166","Marion",22.48,0.939
"7167","Marion",10.5,0.939
"7168","Marion",26.88,0.939
"7169","Marion",4.95,0.939
"7170","Marion",197.88,0.939
"7171","Marion",224.94,0.939
"7172","Marion",10.67,0.939
"7173","Marion",18.45,0.939
"7174","Marion",33.74,0.939
"7175","Marion",8.13,0.939
"7176","Marion",21.52,0.939
"7177","Marion",74.98,0.939
"7178","Marion",49.47,0.939
"7179","Marion",92.7,0.939
"7180","Marion",61.92,0.939
"7181","Marion",18.74,0.939
"7182","Marion",60.75,0.939
"7183","Marion",94.44,0.939
"7184","Marion",81.24,0.939
"7185","Marion",4.98,0.939
"7186","Marion",19.5,0.939
"7187","Marion",32.28,0.939
"7188","Marion",297,0.939
"7189","Marion",229.56,0.939
"7190","Marion",9.9,0.939
"7191","Marion",314.88,0.939
"7192","Marion",17.94,0.939
"7193","Marion",26.24,0.939
"7194","Marion",19.48,0.939
"7195","Marion",11.25,0.939
"7196","Marion",77.4,0.939
"7197","Marion",11,0.939
"7198","Marion",99,0.939
"7199","Marion",62.28,0.939
"7200","Marion",37.5,0.939
"7201","Marion",238.5,0.939
"7202","Marion",2.99,0.939
"7203","Marion",23.52,0.939
"7204","Marion",24.39,0.939
"7205","Marion",90,0.939
"7206","Marion",113.34,0.939
"7207","Marion",126,0.939
"7208","Marion",124.2,0.939
"7209","Marion",10.22,0.939
"7210","Marion",96.84,0.939
"7211","Marion",46.5,0.939
"7212","Marion",19.35,0.939
"7213","Marion",66,0.939
"7214","Marion",17.64,0.939
"7215","Marion",59.76,0.939
"7216","Marion",135,0.939
"7217","Marion",86.7,0.939
"7218","Marion",201.6,0.939
"7219","Marion",39.75,0.939
"7220","Marion",53.76,0.939
"7221","Marion",37.49,0.939
"7222","Marion",8.07,0.939
"7223","Marion",134.88,0.939
"7224","Marion",70.56,0.939
"7225","Marion",77.92,0.939
"7226","Marion",24.99,0.939
"7227","Marion",61.2,0.939
"7228","Marion",7.5,0.939
"7229","Marion",15.45,0.939
"7230","Marion",11.76,0.939
"7231","Marion",13,0.939
"7232","Marion",65.22,0.939
"7233","Marion",8.97,0.939
