"","county","sale.dollars","High.school.graduate.or.higher"
"1","Adair",20.7,0.95
"2","Adair",38.96,0.95
"3","Adair",10.35,0.95
"4","Adair",19.5,0.95
"5","Adair",11.25,0.95
"6","Adair",62.28,0.95
"7","Adair",37.5,0.95
"8","Adair",21.34,0.95
"9","Adair",20.25,0.95
"10","Adair",31.5,0.95
"11","Adair",9.74,0.95
"12","Adair",78,0.95
"13","Adair",10.49,0.95
"14","Adair",5.25,0.95
"15","Adair",31.05,0.95
"16","Adair",279,0.95
"17","Adair",124.2,0.95
"18","Adair",5.19,0.95
"19","Adair",19.48,0.95
"20","Adair",5.1,0.95
"21","Adair",3.36,0.95
"22","Adair",10.2,0.95
"23","Adair",135,0.95
"24","Adair",116.88,0.95
"25","Adair",18.75,0.95
"26","Adair",31.47,0.95
"27","Adair",20.4,0.95
"28","Adair",10.67,0.95
"29","Adair",0,0.95
"30","Adair",132,0.95
"31","Adair",225,0.95
"32","Adair",4.95,0.95
"33","Adair",75,0.95
"34","Adair",5.09,0.95
"35","Adams",37.49,0.933
"36","Adams",16.49,0.933
"37","Adams",8.07,0.933
"38","Adams",21.34,0.933
"39","Adams",19.5,0.933
"40","Adams",5.88,0.933
"41","Adams",15.74,0.933
"42","Adams",31.48,0.933
"43","Adams",9.74,0.933
"44","Adams",19.13,0.933
"45","Adams",20.25,0.933
"46","Adams",46.5,0.933
"47","Adams",66,0.933
"48","Adams",23.25,0.933
"49","Adams",62.28,0.933
"50","Adams",37.5,0.933
"51","Adams",10.67,0.933
"52","Adams",32.98,0.933
"53","Adams",19.35,0.933
"54","Adams",11.76,0.933
"55","Adams",6.45,0.933
"56","Adams",7.08,0.933
"57","Adams",17.64,0.933
"58","Adams",70.56,0.933
"59","Adams",4.95,0.933
"60","Adams",10.38,0.933
"61","Adams",14.16,0.933
"62","Adams",69.75,0.933
"63","Adams",8.13,0.933
"64","Adams",60.75,0.933
"65","Adams",39.75,0.933
"66","Adams",24.75,0.933
"67","Adams",18.75,0.933
"68","Adams",56.25,0.933
"69","Adams",94.44,0.933
"70","Adams",49.5,0.933
"71","Adams",10.49,0.933
"72","Adams",21.24,0.933
"73","Adams",96.84,0.933
"74","Allamakee",23.25,0.884
"75","Allamakee",5.1,0.884
"76","Allamakee",4.98,0.884
"77","Allamakee",8.13,0.884
"78","Allamakee",6.45,0.884
"79","Allamakee",9.74,0.884
"80","Allamakee",8.07,0.884
"81","Allamakee",29.22,0.884
"82","Allamakee",14.16,0.884
"83","Allamakee",20.25,0.884
"84","Allamakee",10.76,0.884
"85","Allamakee",10.67,0.884
"86","Allamakee",10.35,0.884
"87","Allamakee",18.75,0.884
"88","Allamakee",39.75,0.884
"89","Allamakee",19.5,0.884
"90","Allamakee",2.99,0.884
"91","Allamakee",12,0.884
"92","Allamakee",6.5,0.884
"93","Allamakee",11,0.884
"94","Allamakee",64.56,0.884
"95","Allamakee",16.14,0.884
"96","Allamakee",16.49,0.884
"97","Allamakee",40.5,0.884
"98","Allamakee",21,0.884
"99","Allamakee",37.49,0.884
"100","Allamakee",76.2,0.884
"101","Allamakee",12.7,0.884
"102","Allamakee",7.5,0.884
"103","Allamakee",7.08,0.884
"104","Allamakee",279,0.884
"105","Allamakee",4.73,0.884
"106","Allamakee",21.74,0.884
"107","Allamakee",77.4,0.884
"108","Allamakee",32.28,0.884
"109","Allamakee",96.84,0.884
"110","Allamakee",10.49,0.884
"111","Allamakee",20.36,0.884
"112","Allamakee",46.35,0.884
"113","Allamakee",6.35,0.884
"114","Allamakee",19.13,0.884
"115","Allamakee",5.09,0.884
"116","Allamakee",46.5,0.884
"117","Allamakee",49.47,0.884
"118","Allamakee",19.48,0.884
"119","Allamakee",84.24,0.884
"120","Allamakee",24.75,0.884
"121","Allamakee",56.76,0.884
"122","Allamakee",32.98,0.884
"123","Allamakee",69.75,0.884
"124","Allamakee",13,0.884
"125","Allamakee",10.2,0.884
"126","Allamakee",19.98,0.884
"127","Allamakee",11.25,0.884
"128","Allamakee",37.5,0.884
"129","Allamakee",116.88,0.884
"130","Allamakee",26.24,0.884
"131","Allamakee",24.21,0.884
"132","Allamakee",20.98,0.884
"133","Allamakee",39,0.884
"134","Allamakee",107.94,0.884
"135","Allamakee",13.5,0.884
"136","Allamakee",17.99,0.884
"137","Allamakee",38.96,0.884
"138","Allamakee",93,0.884
"139","Allamakee",6,0.884
"140","Allamakee",5.16,0.884
"141","Allamakee",5.19,0.884
"142","Allamakee",56.25,0.884
"143","Allamakee",15,0.884
"144","Allamakee",14.95,0.884
"145","Allamakee",84.96,0.884
"146","Allamakee",15.3,0.884
"147","Allamakee",126,0.884
"148","Allamakee",14.04,0.884
"149","Allamakee",19.05,0.884
"150","Allamakee",229.56,0.884
"151","Allamakee",64.02,0.884
"152","Allamakee",4.48,0.884
"153","Allamakee",28.32,0.884
"154","Allamakee",79.5,0.884
"155","Allamakee",81,0.884
"156","Allamakee",18,0.884
"157","Allamakee",4.95,0.884
"158","Allamakee",26.88,0.884
"159","Allamakee",143.52,0.884
"160","Allamakee",14.94,0.884
"161","Allamakee",60.75,0.884
"162","Allamakee",61.2,0.884
"163","Allamakee",15.75,0.884
"164","Allamakee",224.94,0.884
"165","Allamakee",92.7,0.884
"166","Allamakee",139.5,0.884
"167","Allamakee",129.12,0.884
"168","Allamakee",58.5,0.884
"169","Allamakee",43.48,0.884
"170","Allamakee",44.96,0.884
"171","Allamakee",11.24,0.884
"172","Allamakee",49.5,0.884
"173","Allamakee",19.92,0.884
"174","Allamakee",97.56,0.884
"175","Allamakee",74.25,0.884
"176","Allamakee",122.16,0.884
"177","Allamakee",30.54,0.884
"178","Allamakee",17.92,0.884
"179","Allamakee",119.25,0.884
"180","Allamakee",72,0.884
"181","Allamakee",112.47,0.884
"182","Allamakee",35.98,0.884
"183","Allamakee",31.05,0.884
"184","Allamakee",0,0.884
"185","Allamakee",16.26,0.884
"186","Allamakee",48.52,0.884
"187","Allamakee",81.24,0.884
"188","Allamakee",10.95,0.884
"189","Allamakee",25.8,0.884
"190","Allamakee",71.76,0.884
"191","Allamakee",234,0.884
"192","Allamakee",63.52,0.884
"193","Allamakee",21.52,0.884
"194","Allamakee",24.9,0.884
"195","Allamakee",25.4,0.884
"196","Allamakee",243,0.884
"197","Allamakee",12.9,0.884
"198","Allamakee",20.4,0.884
"199","Allamakee",65.7,0.884
"200","Allamakee",116.25,0.884
"201","Allamakee",8.97,0.884
"202","Allamakee",134.88,0.884
"203","Allamakee",74.98,0.884
"204","Appanoose",4.95,0.905
"205","Appanoose",64.02,0.905
"206","Appanoose",19.5,0.905
"207","Appanoose",10.22,0.905
"208","Appanoose",23.25,0.905
"209","Appanoose",25.8,0.905
"210","Appanoose",15.27,0.905
"211","Appanoose",10.18,0.905
"212","Appanoose",6.2,0.905
"213","Appanoose",161.28,0.905
"214","Appanoose",78,0.905
"215","Appanoose",10.67,0.905
"216","Appanoose",11.25,0.905
"217","Appanoose",5.25,0.905
"218","Appanoose",9.74,0.905
"219","Appanoose",124.2,0.905
"220","Appanoose",74.98,0.905
"221","Appanoose",65.96,0.905
"222","Appanoose",8.13,0.905
"223","Appanoose",16.49,0.905
"224","Appanoose",234,0.905
"225","Appanoose",20.4,0.905
"226","Appanoose",20.25,0.905
"227","Appanoose",25.5,0.905
"228","Appanoose",75,0.905
"229","Appanoose",26.88,0.905
"230","Appanoose",11,0.905
"231","Appanoose",94.44,0.905
"232","Appanoose",20.7,0.905
"233","Appanoose",14.85,0.905
"234","Appanoose",10.49,0.905
"235","Appanoose",61.2,0.905
"236","Appanoose",5.09,0.905
"237","Appanoose",116.88,0.905
"238","Appanoose",19.48,0.905
"239","Appanoose",14.16,0.905
"240","Appanoose",37.49,0.905
"241","Appanoose",99,0.905
"242","Appanoose",19.35,0.905
"243","Appanoose",24.75,0.905
"244","Appanoose",10.38,0.905
"245","Appanoose",224.94,0.905
"246","Appanoose",24.39,0.905
"247","Appanoose",24.21,0.905
"248","Appanoose",97.56,0.905
"249","Appanoose",65.7,0.905
"250","Appanoose",6.45,0.905
"251","Appanoose",56.25,0.905
"252","Appanoose",22,0.905
"253","Appanoose",49.5,0.905
"254","Appanoose",18.75,0.905
"255","Appanoose",15.48,0.905
"256","Appanoose",21.34,0.905
"257","Appanoose",31.47,0.905
"258","Appanoose",66,0.905
"259","Appanoose",283.32,0.905
"260","Appanoose",26.24,0.905
"261","Appanoose",37.5,0.905
"262","Appanoose",17.99,0.905
"263","Appanoose",69.75,0.905
"264","Appanoose",16.14,0.905
"265","Appanoose",60.75,0.905
"266","Appanoose",40.5,0.905
"267","Appanoose",279,0.905
"268","Appanoose",31.05,0.905
"269","Appanoose",76.2,0.905
"270","Appanoose",9.9,0.905
"271","Appanoose",20.98,0.905
"272","Appanoose",11.24,0.905
"273","Appanoose",6.35,0.905
"274","Appanoose",21.74,0.905
"275","Appanoose",39,0.905
"276","Appanoose",39.75,0.905
"277","Appanoose",225,0.905
"278","Appanoose",11.96,0.905
"279","Appanoose",57.84,0.905
"280","Appanoose",5.16,0.905
"281","Appanoose",46.5,0.905
"282","Appanoose",41.4,0.905
"283","Appanoose",16.8,0.905
"284","Appanoose",135,0.905
"285","Appanoose",33.74,0.905
"286","Appanoose",93.75,0.905
"287","Appanoose",15,0.905
"288","Appanoose",16.26,0.905
"289","Appanoose",49.47,0.905
"290","Appanoose",65.22,0.905
"291","Appanoose",62.28,0.905
"292","Appanoose",64.56,0.905
"293","Appanoose",112.47,0.905
"294","Appanoose",10.76,0.905
"295","Appanoose",243,0.905
"296","Appanoose",10.35,0.905
"297","Appanoose",35.98,0.905
"298","Appanoose",8.07,0.905
"299","Appanoose",15.3,0.905
"300","Appanoose",314.88,0.905
"301","Appanoose",377.76,0.905
"302","Appanoose",43.48,0.905
"303","Appanoose",80.64,0.905
"304","Appanoose",5.19,0.905
"305","Appanoose",5.1,0.905
"306","Appanoose",81,0.905
"307","Appanoose",21.26,0.905
"308","Appanoose",17.55,0.905
"309","Appanoose",12.9,0.905
"310","Appanoose",53.76,0.905
"311","Appanoose",260.88,0.905
"312","Appanoose",78.72,0.905
"313","Appanoose",202.44,0.905
"314","Audubon",6,0.9
"315","Audubon",19.5,0.9
"316","Audubon",35.88,0.9
"317","Audubon",5.1,0.9
"318","Audubon",28.08,0.9
"319","Audubon",77.4,0.9
"320","Audubon",60.75,0.9
"321","Audubon",71.76,0.9
"322","Audubon",92.7,0.9
"323","Audubon",15.45,0.9
"324","Audubon",7.5,0.9
"325","Audubon",31.47,0.9
"326","Audubon",56.25,0.9
"327","Audubon",75,0.9
"328","Audubon",97.56,0.9
"329","Audubon",10.67,0.9
"330","Audubon",64.02,0.9
"331","Audubon",82.45,0.9
"332","Audubon",17.55,0.9
"333","Audubon",84.24,0.9
"334","Audubon",53.76,0.9
"335","Audubon",30,0.9
"336","Audubon",20.25,0.9
"337","Audubon",58.44,0.9
"338","Audubon",24.21,0.9
"339","Audubon",16.49,0.9
"340","Audubon",5.16,0.9
"341","Audubon",43.35,0.9
"342","Audubon",56.16,0.9
"343","Audubon",15.74,0.9
"344","Audubon",10.22,0.9
"345","Audubon",77.25,0.9
"346","Audubon",10.2,0.9
"347","Benton",20.25,0.947
"348","Benton",8.07,0.947
"349","Benton",9.74,0.947
"350","Benton",11.25,0.947
"351","Benton",6.5,0.947
"352","Benton",96.84,0.947
"353","Benton",61.2,0.947
"354","Benton",5.19,0.947
"355","Benton",29.22,0.947
"356","Benton",7.5,0.947
"357","Benton",18.75,0.947
"358","Benton",94.44,0.947
"359","Benton",107.94,0.947
"360","Benton",37.49,0.947
"361","Benton",19.5,0.947
"362","Benton",64.02,0.947
"363","Benton",225,0.947
"364","Benton",78,0.947
"365","Benton",2.99,0.947
"366","Benton",38.96,0.947
"367","Benton",10.67,0.947
"368","Benton",84.96,0.947
"369","Benton",5.1,0.947
"370","Benton",124.2,0.947
"371","Benton",16.49,0.947
"372","Benton",23.25,0.947
"373","Benton",20.98,0.947
"374","Benton",5.09,0.947
"375","Benton",4.95,0.947
"376","Benton",23.78,0.947
"377","Benton",19.48,0.947
"378","Benton",26,0.947
"379","Benton",9.96,0.947
"380","Benton",234,0.947
"381","Benton",10.35,0.947
"382","Benton",26.24,0.947
"383","Benton",84.24,0.947
"384","Benton",116.88,0.947
"385","Benton",33,0.947
"386","Benton",15.45,0.947
"387","Benton",8.13,0.947
"388","Benton",16.5,0.947
"389","Benton",121.5,0.947
"390","Benton",30.6,0.947
"391","Benton",6.35,0.947
"392","Benton",31.47,0.947
"393","Benton",48.7,0.947
"394","Benton",13,0.947
"395","Benton",10.32,0.947
"396","Benton",135,0.947
"397","Benton",19.13,0.947
"398","Benton",17.01,0.947
"399","Benton",15.75,0.947
"400","Benton",92.7,0.947
"401","Benton",39,0.947
"402","Benton",279,0.947
"403","Benton",46.5,0.947
"404","Benton",42.12,0.947
"405","Benton",41.4,0.947
"406","Benton",197.88,0.947
"407","Benton",31.5,0.947
"408","Benton",8.97,0.947
"409","Benton",6.57,0.947
"410","Benton",58.44,0.947
"411","Benton",10.49,0.947
"412","Benton",20.7,0.947
"413","Benton",10.2,0.947
"414","Benton",5.25,0.947
"415","Benton",251.76,0.947
"416","Benton",81.24,0.947
"417","Benton",12,0.947
"418","Benton",26.88,0.947
"419","Benton",5.98,0.947
"420","Benton",4.98,0.947
"421","Benton",139.5,0.947
"422","Benton",40.5,0.947
"423","Benton",32.28,0.947
"424","Benton",37.5,0.947
"425","Benton",33.74,0.947
"426","Benton",66,0.947
"427","Benton",38.26,0.947
"428","Benton",10.38,0.947
"429","Benton",5.16,0.947
"430","Benton",69.75,0.947
"431","Black Hawk",7.5,0.918
"432","Black Hawk",16.14,0.918
"433","Black Hawk",143.52,0.918
"434","Black Hawk",59.4,0.918
"435","Black Hawk",40.5,0.918
"436","Black Hawk",70.08,0.918
"437","Black Hawk",5.25,0.918
"438","Black Hawk",122.16,0.918
"439","Black Hawk",9.74,0.918
"440","Black Hawk",11.25,0.918
"441","Black Hawk",157.44,0.918
"442","Black Hawk",5.19,0.918
"443","Black Hawk",20.25,0.918
"444","Black Hawk",38.96,0.918
"445","Black Hawk",19.13,0.918
"446","Black Hawk",2.99,0.918
"447","Black Hawk",116.88,0.918
"448","Black Hawk",37.49,0.918
"449","Black Hawk",161.28,0.918
"450","Black Hawk",39.96,0.918
"451","Black Hawk",10.67,0.918
"452","Black Hawk",78,0.918
"453","Black Hawk",8.07,0.918
"454","Black Hawk",6.2,0.918
"455","Black Hawk",71.76,0.918
"456","Black Hawk",15.74,0.918
"457","Black Hawk",6.5,0.918
"458","Black Hawk",62.28,0.918
"459","Black Hawk",34.02,0.918
"460","Black Hawk",134.88,0.918
"461","Black Hawk",279,0.918
"462","Black Hawk",16.49,0.918
"463","Black Hawk",202.44,0.918
"464","Black Hawk",21,0.918
"465","Black Hawk",61.2,0.918
"466","Black Hawk",86.7,0.918
"467","Black Hawk",39.75,0.918
"468","Black Hawk",14.16,0.918
"469","Black Hawk",94.44,0.918
"470","Black Hawk",4.95,0.918
"471","Black Hawk",122.64,0.918
"472","Black Hawk",76.2,0.918
"473","Black Hawk",66,0.918
"474","Black Hawk",90,0.918
"475","Black Hawk",7.08,0.918
"476","Black Hawk",70.56,0.918
"477","Black Hawk",11.24,0.918
"478","Black Hawk",30.9,0.918
"479","Black Hawk",4.38,0.918
"480","Black Hawk",13.54,0.918
"481","Black Hawk",72,0.918
"482","Black Hawk",17.01,0.918
"483","Black Hawk",12.9,0.918
"484","Black Hawk",32.98,0.918
"485","Black Hawk",144,0.918
"486","Black Hawk",12,0.918
"487","Black Hawk",260.88,0.918
"488","Black Hawk",5.09,0.918
"489","Black Hawk",33.74,0.918
"490","Black Hawk",107.94,0.918
"491","Black Hawk",58.44,0.918
"492","Black Hawk",24.26,0.918
"493","Black Hawk",92.7,0.918
"494","Black Hawk",75,0.918
"495","Black Hawk",19.5,0.918
"496","Black Hawk",29.22,0.918
"497","Black Hawk",33,0.918
"498","Black Hawk",86.4,0.918
"499","Black Hawk",38.26,0.918
"500","Black Hawk",297,0.918
"501","Black Hawk",35.98,0.918
"502","Black Hawk",18.45,0.918
"503","Black Hawk",15.45,0.918
"504","Black Hawk",234,0.918
"505","Black Hawk",10.76,0.918
"506","Black Hawk",16.8,0.918
"507","Black Hawk",128.04,0.918
"508","Black Hawk",78.84,0.918
"509","Black Hawk",21.74,0.918
"510","Black Hawk",84.24,0.918
"511","Black Hawk",81.24,0.918
"512","Black Hawk",19.48,0.918
"513","Black Hawk",4.73,0.918
"514","Black Hawk",21.34,0.918
"515","Black Hawk",21.26,0.918
"516","Black Hawk",19.98,0.918
"517","Black Hawk",21.9,0.918
"518","Black Hawk",65.7,0.918
"519","Black Hawk",9.9,0.918
"520","Black Hawk",31.14,0.918
"521","Black Hawk",112.5,0.918
"522","Black Hawk",21.52,0.918
"523","Black Hawk",65.22,0.918
"524","Black Hawk",61.08,0.918
"525","Black Hawk",1.8,0.918
"526","Black Hawk",64.56,0.918
"527","Black Hawk",41.4,0.918
"528","Black Hawk",126,0.918
"529","Black Hawk",1.46,0.918
"530","Black Hawk",140.16,0.918
"531","Black Hawk",287.04,0.918
"532","Black Hawk",124.2,0.918
"533","Black Hawk",6.57,0.918
"534","Black Hawk",31.5,0.918
"535","Black Hawk",11,0.918
"536","Black Hawk",5.1,0.918
"537","Black Hawk",47.22,0.918
"538","Black Hawk",99,0.918
"539","Black Hawk",18.89,0.918
"540","Black Hawk",64.02,0.918
"541","Black Hawk",10.49,0.918
"542","Black Hawk",8.13,0.918
"543","Black Hawk",224.94,0.918
"544","Black Hawk",113.34,0.918
"545","Black Hawk",41.96,0.918
"546","Black Hawk",23.25,0.918
"547","Black Hawk",15.75,0.918
"548","Black Hawk",17.55,0.918
"549","Black Hawk",229.56,0.918
"550","Black Hawk",77.4,0.918
"551","Black Hawk",26.24,0.918
"552","Black Hawk",43.48,0.918
"553","Black Hawk",96.84,0.918
"554","Black Hawk",243,0.918
"555","Black Hawk",135,0.918
"556","Black Hawk",16.5,0.918
"557","Black Hawk",80.64,0.918
"558","Black Hawk",17.99,0.918
"559","Black Hawk",119.88,0.918
"560","Black Hawk",162.48,0.918
"561","Black Hawk",49.5,0.918
"562","Black Hawk",37.5,0.918
"563","Black Hawk",33.72,0.918
"564","Black Hawk",60.75,0.918
"565","Black Hawk",225,0.918
"566","Black Hawk",14.85,0.918
"567","Black Hawk",5.98,0.918
"568","Black Hawk",18.74,0.918
"569","Black Hawk",5.16,0.918
"570","Black Hawk",28.9,0.918
"571","Black Hawk",10.5,0.918
"572","Black Hawk",10.2,0.918
"573","Black Hawk",4.98,0.918
"574","Black Hawk",13.44,0.918
"575","Black Hawk",42.52,0.918
"576","Black Hawk",97.56,0.918
"577","Black Hawk",69.75,0.918
"578","Black Hawk",136.5,0.918
"579","Black Hawk",3.36,0.918
"580","Black Hawk",57.84,0.918
"581","Black Hawk",18.75,0.918
"582","Black Hawk",56.25,0.918
"583","Black Hawk",84.96,0.918
"584","Black Hawk",56.67,0.918
"585","Black Hawk",168.48,0.918
"586","Black Hawk",193.68,0.918
"587","Black Hawk",74.4,0.918
"588","Black Hawk",238.5,0.918
"589","Black Hawk",79.5,0.918
"590","Black Hawk",104.96,0.918
"591","Black Hawk",5.4,0.918
"592","Black Hawk",31.76,0.918
"593","Black Hawk",8.97,0.918
"594","Black Hawk",5.88,0.918
"595","Black Hawk",30.54,0.918
"596","Black Hawk",6.45,0.918
"597","Black Hawk",97.5,0.918
"598","Black Hawk",116.25,0.918
"599","Black Hawk",22,0.918
"600","Black Hawk",132,0.918
"601","Black Hawk",9.96,0.918
"602","Black Hawk",23.01,0.918
"603","Black Hawk",71.04,0.918
"604","Black Hawk",15.3,0.918
"605","Black Hawk",31.47,0.918
"606","Black Hawk",17.94,0.918
"607","Black Hawk",13.5,0.918
"608","Black Hawk",74.25,0.918
"609","Black Hawk",449.88,0.918
"610","Black Hawk",20.7,0.918
"611","Black Hawk",233.76,0.918
"612","Black Hawk",15.57,0.918
"613","Black Hawk",24.75,0.918
"614","Black Hawk",190.56,0.918
"615","Black Hawk",20.76,0.918
"616","Black Hawk",10.38,0.918
"617","Black Hawk",47.25,0.918
"618","Black Hawk",58.5,0.918
"619","Black Hawk",62.1,0.918
"620","Black Hawk",24.39,0.918
"621","Black Hawk",65.96,0.918
"622","Black Hawk",26.88,0.918
"623","Black Hawk",138.06,0.918
"624","Black Hawk",23.52,0.918
"625","Black Hawk",314.88,0.918
"626","Black Hawk",101.22,0.918
"627","Black Hawk",44.85,0.918
"628","Black Hawk",46.5,0.918
"629","Black Hawk",197.88,0.918
"630","Black Hawk",48.7,0.918
"631","Black Hawk",63.52,0.918
"632","Black Hawk",11.96,0.918
"633","Black Hawk",16.26,0.918
"634","Black Hawk",15,0.918
"635","Black Hawk",705.6,0.918
"636","Black Hawk",31.05,0.918
"637","Black Hawk",49.47,0.918
"638","Black Hawk",129.12,0.918
"639","Black Hawk",20.4,0.918
"640","Black Hawk",74.98,0.918
"641","Black Hawk",226.68,0.918
"642","Black Hawk",31.48,0.918
"643","Black Hawk",112.47,0.918
"644","Black Hawk",17.92,0.918
"645","Black Hawk",53.76,0.918
"646","Black Hawk",53.97,0.918
"647","Black Hawk",244.32,0.918
"648","Black Hawk",251.76,0.918
"649","Black Hawk",7.2,0.918
"650","Black Hawk",3348,0.918
"651","Black Hawk",14.04,0.918
"652","Black Hawk",248.4,0.918
"653","Black Hawk",18.6,0.918
"654","Black Hawk",51.75,0.918
"655","Black Hawk",210.24,0.918
"656","Black Hawk",30.66,0.918
"657","Black Hawk",52.48,0.918
"658","Black Hawk",110.7,0.918
"659","Black Hawk",56.76,0.918
"660","Black Hawk",430.56,0.918
"661","Black Hawk",0,0.918
"662","Black Hawk",10.18,0.918
"663","Black Hawk",20.36,0.918
"664","Black Hawk",8.76,0.918
"665","Black Hawk",81,0.918
"666","Black Hawk",55.35,0.918
"667","Black Hawk",4.48,0.918
"668","Black Hawk",6,0.918
"669","Black Hawk",216,0.918
"670","Black Hawk",32.52,0.918
"671","Black Hawk",39,0.918
"672","Black Hawk",20.98,0.918
"673","Black Hawk",19.92,0.918
"674","Black Hawk",25.45,0.918
"675","Black Hawk",35.88,0.918
"676","Black Hawk",40.62,0.918
"677","Black Hawk",11.76,0.918
"678","Black Hawk",21.24,0.918
"679","Black Hawk",141.12,0.918
"680","Black Hawk",101.25,0.918
"681","Black Hawk",22.48,0.918
"682","Black Hawk",10.95,0.918
"683","Black Hawk",17.52,0.918
"684","Black Hawk",24.99,0.918
"685","Black Hawk",59.76,0.918
"686","Black Hawk",24,0.918
"687","Black Hawk",93.75,0.918
"688","Black Hawk",10.35,0.918
"689","Black Hawk",10.22,0.918
"690","Black Hawk",119.25,0.918
"691","Black Hawk",350.64,0.918
"692","Black Hawk",39.32,0.918
"693","Black Hawk",9,0.918
"694","Black Hawk",23.78,0.918
"695","Black Hawk",189,0.918
"696","Black Hawk",621,0.918
"697","Black Hawk",56.24,0.918
"698","Black Hawk",24.21,0.918
"699","Black Hawk",29.9,0.918
"700","Black Hawk",340.02,0.918
"701","Black Hawk",282.24,0.918
"702","Black Hawk",37.78,0.918
"703","Black Hawk",30,0.918
"704","Black Hawk",594,0.918
"705","Black Hawk",18,0.918
"706","Black Hawk",8.96,0.918
"707","Black Hawk",29.7,0.918
"708","Black Hawk",22.5,0.918
"709","Black Hawk",112.44,0.918
"710","Black Hawk",67.48,0.918
"711","Black Hawk",1117.8,0.918
"712","Black Hawk",36.9,0.918
"713","Black Hawk",127.56,0.918
"714","Black Hawk",352.8,0.918
"715","Black Hawk",322.8,0.918
"716","Black Hawk",78.72,0.918
"717","Black Hawk",6.72,0.918
"718","Black Hawk",27.08,0.918
"719","Black Hawk",32.28,0.918
"720","Black Hawk",261.72,0.918
"721","Black Hawk",46.35,0.918
"722","Black Hawk",19.26,0.918
"723","Black Hawk",215.88,0.918
"724","Black Hawk",10.8,0.918
"725","Black Hawk",57.39,0.918
"726","Black Hawk",269.76,0.918
"727","Black Hawk",396,0.918
"728","Black Hawk",149.94,0.918
"729","Black Hawk",20.51,0.918
"730","Black Hawk",19.8,0.918
"731","Black Hawk",25.95,0.918
"732","Black Hawk",121.5,0.918
"733","Black Hawk",182.25,0.918
"734","Black Hawk",42.12,0.918
"735","Black Hawk",19.35,0.918
"736","Black Hawk",1133.4,0.918
"737","Black Hawk",1168.8,0.918
"738","Black Hawk",968.4,0.918
"739","Black Hawk",63,0.918
"740","Black Hawk",14.94,0.918
"741","Black Hawk",201.6,0.918
"742","Black Hawk",28.08,0.918
"743","Black Hawk",50.4,0.918
"744","Black Hawk",19.05,0.918
"745","Black Hawk",550.8,0.918
"746","Black Hawk",33.6,0.918
"747","Black Hawk",131.25,0.918
"748","Black Hawk",59.8,0.918
"749","Black Hawk",44.96,0.918
"750","Black Hawk",26,0.918
"751","Black Hawk",95.28,0.918
"752","Black Hawk",15.27,0.918
"753","Black Hawk",3577.5,0.918
"754","Black Hawk",27.68,0.918
"755","Black Hawk",119.7,0.918
"756","Black Hawk",25.5,0.918
"757","Black Hawk",47.56,0.918
"758","Black Hawk",899.76,0.918
"759","Black Hawk",20.93,0.918
"760","Black Hawk",366.48,0.918
"761","Black Hawk",539.7,0.918
"762","Black Hawk",51.52,0.918
"763","Black Hawk",19.71,0.918
"764","Black Hawk",12.4,0.918
"765","Black Hawk",154.8,0.918
"766","Black Hawk",204.12,0.918
"767","Black Hawk",118.8,0.918
"768","Black Hawk",336.96,0.918
"769","Black Hawk",93,0.918
"770","Black Hawk",221.4,0.918
"771","Black Hawk",51,0.918
"772","Black Hawk",59.94,0.918
"773","Black Hawk",141.75,0.918
"774","Black Hawk",117,0.918
"775","Black Hawk",4305.6,0.918
"776","Black Hawk",701.28,0.918
"777","Black Hawk",36,0.918
"778","Black Hawk",2.96,0.918
"779","Black Hawk",76.35,0.918
"780","Black Hawk",35.28,0.918
"781","Black Hawk",584.4,0.918
"782","Black Hawk",185.4,0.918
"783","Black Hawk",3374.1,0.918
"784","Black Hawk",483.84,0.918
"785","Black Hawk",117.96,0.918
"786","Black Hawk",52.45,0.918
"787","Black Hawk",35.4,0.918
"788","Black Hawk",1832.4,0.918
"789","Black Hawk",27.75,0.918
"790","Black Hawk",32.01,0.918
"791","Black Hawk",431.76,0.918
"792","Black Hawk",12.7,0.918
"793","Black Hawk",207.48,0.918
"794","Black Hawk",76.52,0.918
"795","Black Hawk",148.5,0.918
"796","Black Hawk",2443.2,0.918
"797","Black Hawk",172.9,0.918
"798","Black Hawk",62.94,0.918
"799","Black Hawk",149.96,0.918
"800","Black Hawk",323.82,0.918
"801","Black Hawk",123.75,0.918
"802","Black Hawk",24.8,0.918
"803","Black Hawk",17.64,0.918
"804","Black Hawk",32.85,0.918
"805","Black Hawk",172.92,0.918
"806","Black Hawk",86.96,0.918
"807","Black Hawk",46.02,0.918
"808","Black Hawk",13,0.918
"809","Black Hawk",2870.4,0.918
"810","Black Hawk",62.96,0.918
"811","Black Hawk",179.94,0.918
"812","Black Hawk",40.72,0.918
"813","Black Hawk",345.84,0.918
"814","Black Hawk",192.06,0.918
"815","Black Hawk",14.95,0.918
"816","Black Hawk",1612.8,0.918
"817","Black Hawk",48.52,0.918
"818","Black Hawk",3.6,0.918
"819","Black Hawk",28.32,0.918
"820","Black Hawk",315,0.918
"821","Black Hawk",574.08,0.918
"822","Black Hawk",5.92,0.918
"823","Black Hawk",20.44,0.918
"824","Black Hawk",1079.4,0.918
"825","Black Hawk",463.5,0.918
"826","Black Hawk",61.92,0.918
"827","Black Hawk",745.2,0.918
"828","Black Hawk",467.52,0.918
"829","Black Hawk",566.7,0.918
